Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HY,AY,HST,AST
23/02/2025,RB Leipzig,Heidenheim,2,2,D,7.0,4.0,3.0,3.0,6.0,2.0
28/02/2025,Stuttgart,Bayern Munich,1,3,A,4.0,6.0,5.0,3.0,3.0,8.0
01/03/2025,Bochum,Hoffenheim,0,1,A,8.0,5.0,0.0,1.0,3.0,2.0
01/03/2025,Ein Frankfurt,Leverkusen,1,4,A,2.0,6.0,1.0,1.0,3.0,9.0
01/03/2025,Heidenheim,M'gladbach,0,3,A,6.0,2.0,2.0,3.0,5.0,5.0
01/03/2025,RB Leipzig,Mainz,1,2,A,7.0,1.0,1.0,1.0,4.0,3.0
01/03/2025,St Pauli,Dortmund,0,2,A,7.0,1.0,1.0,2.0,1.0,3.0
01/03/2025,Werder Bremen,Wolfsburg,1,2,A,8.0,2.0,2.0,0.0,7.0,3.0
02/03/2025,Augsburg,Freiburg,0,0,D,5.0,2.0,1.0,1.0,5.0,3.0
02/03/2025,Union Berlin,Holstein Kiel,0,1,A,11.0,3.0,4.0,0.0,3.0,3.0
07/03/2025,M'gladbach,Mainz,1,3,A,4.0,3.0,0.0,1.0,4.0,8.0
08/03/2025,Bayern Munich,Bochum,2,3,A,9.0,3.0,0.0,6.0,5.0,5.0
08/03/2025,Dortmund,Augsburg,0,1,A,12.0,3.0,1.0,4.0,1.0,1.0
08/03/2025,Freiburg,RB Leipzig,0,0,D,2.0,6.0,0.0,3.0,2.0,3.0
08/03/2025,Holstein Kiel,Stuttgart,2,2,D,3.0,1.0,1.0,2.0,5.0,2.0
08/03/2025,Leverkusen,Werder Bremen,0,2,A,10.0,3.0,4.0,4.0,4.0,7.0
08/03/2025,Wolfsburg,St Pauli,1,1,D,6.0,6.0,1.0,0.0,4.0,4.0
09/03/2025,Ein Frankfurt,Union Berlin,1,2,A,1.0,5.0,3.0,0.0,3.0,3.0
09/03/2025,Hoffenheim,Heidenheim,1,1,D,6.0,4.0,2.0,3.0,3.0,5.0
14/03/2025,St Pauli,Hoffenheim,1,0,H,11.0,2.0,0.0,1.0,5.0,0.0
15/03/2025,Augsburg,Wolfsburg,1,0,H,1.0,4.0,1.0,2.0,2.0,2.0
15/03/2025,Mainz,Freiburg,2,2,D,1.0,4.0,1.0,2.0,4.0,8.0
15/03/2025,RB Leipzig,Dortmund,2,0,H,3.0,12.0,3.0,3.0,5.0,9.0
15/03/2025,Union Berlin,Bayern Munich,1,1,D,2.0,14.0,1.0,2.0,3.0,4.0
15/03/2025,Werder Bremen,M'gladbach,2,4,A,4.0,1.0,1.0,2.0,2.0,7.0
16/03/2025,Bochum,Ein Frankfurt,1,3,A,8.0,3.0,4.0,1.0,7.0,7.0
16/03/2025,Heidenheim,Holstein Kiel,3,1,H,3.0,5.0,1.0,3.0,5.0,4.0
16/03/2025,Stuttgart,Leverkusen,3,4,A,1.0,10.0,3.0,2.0,6.0,4.0
28/03/2025,Leverkusen,Bochum,3,1,H,3.0,2.0,0.0,1.0,5.0,3.0
29/03/2025,Bayern Munich,St Pauli,3,2,H,5.0,4.0,3.0,0.0,9.0,4.0
29/03/2025,Ein Frankfurt,Stuttgart,1,0,H,6.0,10.0,1.0,3.0,6.0,2.0
29/03/2025,Hoffenheim,Augsburg,1,1,D,2.0,2.0,1.0,2.0,4.0,4.0
29/03/2025,Holstein Kiel,Werder Bremen,0,3,A,3.0,4.0,4.0,1.0,0.0,7.0
29/03/2025,M'gladbach,RB Leipzig,1,0,H,5.0,8.0,2.0,2.0,3.0,3.0
29/03/2025,Wolfsburg,Heidenheim,0,1,A,4.0,5.0,2.0,4.0,2.0,4.0
30/03/2025,Dortmund,Mainz,3,1,H,6.0,4.0,2.0,0.0,7.0,3.0
30/03/2025,Freiburg,Union Berlin,1,2,A,3.0,3.0,3.0,4.0,3.0,6.0
04/04/2025,Augsburg,Bayern Munich,1,3,A,2.0,4.0,4.0,0.0,3.0,7.0
05/04/2025,Bochum,Stuttgart,0,4,A,2.0,4.0,1.0,1.0,2.0,6.0
05/04/2025,Freiburg,Dortmund,1,4,A,3.0,4.0,1.0,0.0,3.0,7.0
05/04/2025,Heidenheim,Leverkusen,0,1,A,4.0,0.0,1.0,0.0,2.0,2.0
05/04/2025,Mainz,Holstein Kiel,1,1,D,4.0,4.0,4.0,4.0,3.0,5.0
05/04/2025,RB Leipzig,Hoffenheim,3,1,H,8.0,2.0,0.0,3.0,5.0,5.0
05/04/2025,Werder Bremen,Ein Frankfurt,2,0,H,5.0,6.0,3.0,3.0,4.0,0.0
06/04/2025,St Pauli,M'gladbach,1,1,D,11.0,2.0,0.0,2.0,9.0,3.0
06/04/2025,Union Berlin,Wolfsburg,1,0,H,6.0,4.0,0.0,1.0,3.0,3.0
11/04/2025,Wolfsburg,RB Leipzig,2,3,A,8.0,5.0,2.0,3.0,6.0,5.0
12/04/2025,Bayern Munich,Dortmund,2,2,D,6.0,5.0,0.0,0.0,11.0,3.0
12/04/2025,Bochum,Augsburg,1,2,A,7.0,6.0,2.0,1.0,9.0,5.0
12/04/2025,Hoffenheim,Mainz,2,0,H,4.0,7.0,4.0,2.0,5.0,1.0
12/04/2025,Holstein Kiel,St Pauli,1,2,A,3.0,3.0,3.0,4.0,2.0,6.0
12/04/2025,Leverkusen,Union Berlin,0,0,D,7.0,3.0,2.0,1.0,3.0,3.0
12/04/2025,M'gladbach,Freiburg,1,2,A,4.0,6.0,0.0,1.0,1.0,7.0
13/04/2025,Ein Frankfurt,Heidenheim,3,0,H,5.0,3.0,1.0,1.0,8.0,3.0
13/04/2025,Stuttgart,Werder Bremen,1,2,A,3.0,4.0,3.0,2.0,4.0,5.0
19/04/2025,Freiburg,Hoffenheim,3,2,H,2.0,6.0,3.0,2.0,6.0,6.0
19/04/2025,Heidenheim,Bayern Munich,0,4,A,4.0,4.0,3.0,1.0,1.0,11.0
19/04/2025,Mainz,Wolfsburg,2,2,D,7.0,5.0,2.0,3.0,7.0,4.0
19/04/2025,RB Leipzig,Holstein Kiel,1,1,D,9.0,7.0,1.0,2.0,4.0,3.0
19/04/2025,Union Berlin,Stuttgart,4,4,D,3.0,5.0,0.0,2.0,5.0,6.0
19/04/2025,Werder Bremen,Bochum,1,0,H,2.0,7.0,3.0,3.0,4.0,1.0
20/04/2025,Augsburg,Ein Frankfurt,0,0,D,3.0,9.0,2.0,1.0,2.0,5.0
20/04/2025,Dortmund,M'gladbach,3,2,H,6.0,2.0,1.0,2.0,6.0,3.0
20/04/2025,St Pauli,Leverkusen,1,1,D,4.0,4.0,1.0,4.0,5.0,4.0
25/04/2025,Stuttgart,Heidenheim,0,1,A,6.0,5.0,0.0,4.0,3.0,2.0
26/04/2025,Bayern Munich,Mainz,3,0,H,4.0,4.0,2.0,2.0,6.0,3.0
26/04/2025,Ein Frankfurt,RB Leipzig,4,0,H,8.0,4.0,1.0,2.0,6.0,3.0
26/04/2025,Hoffenheim,Dortmund,2,3,A,2.0,5.0,5.0,1.0,3.0,8.0
26/04/2025,Holstein Kiel,M'gladbach,4,3,H,7.0,8.0,2.0,1.0,11.0,7.0
26/04/2025,Leverkusen,Augsburg,2,0,H,3.0,7.0,0.0,1.0,5.0,2.0
26/04/2025,Wolfsburg,Freiburg,0,1,A,3.0,2.0,3.0,1.0,1.0,2.0
27/04/2025,Bochum,Union Berlin,1,1,D,10.0,4.0,3.0,2.0,4.0,1.0
27/04/2025,Werder Bremen,St Pauli,0,0,D,1.0,3.0,2.0,3.0,2.0,4.0
02/05/2025,Heidenheim,Bochum,0,0,D,6.0,4.0,0.0,1.0,3.0,3.0
03/05/2025,Dortmund,Wolfsburg,4,0,H,4.0,3.0,0.0,1.0,5.0,2.0
03/05/2025,M'gladbach,Hoffenheim,4,4,D,4.0,7.0,0.0,0.0,7.0,8.0
03/05/2025,RB Leipzig,Bayern Munich,3,3,D,2.0,7.0,3.0,1.0,6.0,6.0
03/05/2025,St Pauli,Stuttgart,0,1,A,4.0,4.0,6.0,3.0,1.0,8.0
03/05/2025,Union Berlin,Werder Bremen,2,2,D,5.0,5.0,2.0,3.0,7.0,6.0
04/05/2025,Augsburg,Holstein Kiel,1,3,A,12.0,0.0,0.0,2.0,10.0,5.0
04/05/2025,Freiburg,Leverkusen,2,2,D,4.0,1.0,1.0,2.0,4.0,2.0
04/05/2025,Mainz,Ein Frankfurt,1,1,D,8.0,1.0,1.0,0.0,3.0,2.0
09/05/2025,Wolfsburg,Hoffenheim,2,2,D,5.0,6.0,0.0,2.0,5.0,7.0
10/05/2025,Bayern Munich,M'gladbach,2,0,H,4.0,9.0,1.0,1.0,9.0,6.0
10/05/2025,Bochum,Mainz,1,4,A,6.0,6.0,3.0,0.0,6.0,8.0
10/05/2025,Holstein Kiel,Freiburg,1,2,A,2.0,5.0,1.0,0.0,3.0,4.0
10/05/2025,Union Berlin,Heidenheim,0,3,A,1.0,2.0,2.0,0.0,1.0,4.0
10/05/2025,Werder Bremen,RB Leipzig,0,0,D,11.0,4.0,1.0,3.0,6.0,4.0
11/05/2025,Ein Frankfurt,St Pauli,2,2,D,3.0,1.0,2.0,2.0,5.0,2.0
11/05/2025,Leverkusen,Dortmund,2,4,A,12.0,0.0,0.0,2.0,10.0,5.0
11/05/2025,Stuttgart,Augsburg,4,0,H,11.0,2.0,1.0,1.0,11.0,0.0
17/05/2025,Augsburg,Union Berlin,1,2,A,4.0,0.0,0.0,0.0,4.0,4.0
17/05/2025,Dortmund,Holstein Kiel,3,0,H,7.0,1.0,3.0,1.0,6.0,2.0
17/05/2025,Freiburg,Ein Frankfurt,1,3,A,4.0,7.0,2.0,4.0,1.0,6.0
17/05/2025,Heidenheim,Werder Bremen,1,4,A,6.0,4.0,2.0,2.0,8.0,7.0
17/05/2025,Hoffenheim,Bayern Munich,0,4,A,1.0,4.0,0.0,0.0,2.0,5.0
17/05/2025,M'gladbach,Wolfsburg,0,1,A,7.0,10.0,0.0,0.0,3.0,6.0
17/05/2025,Mainz,Leverkusen,2,2,D,7.0,3.0,2.0,6.0,6.0,4.0
17/05/2025,RB Leipzig,Stuttgart,2,3,A,5.0,8.0,1.0,0.0,5.0,7.0
17/05/2025,St Pauli,Bochum,0,2,A,7.0,4.0,0.0,0.0,2.0,6.0
22/08/2025,Bayern Munich,RB Leipzig,6,0,H,5.0,5.0,4.0,1.0,10.0,1.0
23/08/2025,Ein Frankfurt,Werder Bremen,4,1,H,7.0,1.0,1.0,3.0,5.0,5.0
23/08/2025,Freiburg,Augsburg,1,3,A,5.0,5.0,4.0,5.0,4.0,5.0
23/08/2025,Heidenheim,Wolfsburg,1,3,A,2.0,5.0,2.0,3.0,2.0,5.0
23/08/2025,Leverkusen,Hoffenheim,1,2,A,6.0,4.0,0.0,4.0,2.0,5.0
23/08/2025,St Pauli,Dortmund,3,3,D,5.0,2.0,2.0,3.0,7.0,7.0
23/08/2025,Union Berlin,Stuttgart,2,1,H,5.0,11.0,4.0,4.0,2.0,6.0
24/08/2025,M'gladbach,Hamburg,0,0,D,7.0,6.0,2.0,1.0,4.0,2.0
24/08/2025,Mainz,FC Koln,0,1,A,8.0,3.0,0.0,2.0,2.0,2.0
29/08/2025,Hamburg,St Pauli,0,2,A,2.0,5.0,3.0,3.0,2.0,6.0
30/08/2025,Augsburg,Bayern Munich,2,3,A,7.0,5.0,3.0,4.0,3.0,10.0
30/08/2025,Hoffenheim,Ein Frankfurt,1,3,A,4.0,5.0,2.0,3.0,5.0,6.0
30/08/2025,RB Leipzig,Heidenheim,2,0,H,4.0,3.0,2.0,5.0,5.0,3.0
30/08/2025,Stuttgart,M'gladbach,1,0,H,6.0,10.0,2.0,1.0,5.0,6.0
30/08/2025,Werder Bremen,Leverkusen,3,3,D,3.0,7.0,4.0,3.0,5.0,4.0
31/08/2025,Dortmund,Union Berlin,3,0,H,4.0,6.0,0.0,0.0,6.0,3.0
31/08/2025,FC Koln,Freiburg,4,1,H,3.0,5.0,2.0,1.0,6.0,2.0
31/08/2025,Wolfsburg,Mainz,1,1,D,3.0,10.0,3.0,5.0,3.0,3.0
12/09/2025,Leverkusen,Ein Frankfurt,3,1,H,4.0,8.0,5.0,3.0,8.0,2.0
13/09/2025,Bayern Munich,Hamburg,5,0,H,5.0,3.0,2.0,2.0,12.0,2.0
13/09/2025,Freiburg,Stuttgart,3,1,H,7.0,1.0,1.0,1.0,6.0,2.0
13/09/2025,Heidenheim,Dortmund,0,2,A,5.0,4.0,2.0,3.0,1.0,8.0
13/09/2025,Mainz,RB Leipzig,0,1,A,3.0,5.0,1.0,0.0,2.0,3.0
13/09/2025,Union Berlin,Hoffenheim,2,4,A,9.0,2.0,1.0,1.0,7.0,8.0
13/09/2025,Wolfsburg,FC Koln,3,3,D,7.0,4.0,2.0,3.0,6.0,8.0
14/09/2025,M'gladbach,Werder Bremen,0,4,A,9.0,4.0,1.0,0.0,3.0,7.0
14/09/2025,St Pauli,Augsburg,2,1,H,3.0,1.0,1.0,4.0,7.0,5.0
19/09/2025,Stuttgart,St Pauli,2,0,H,8.0,4.0,0.0,2.0,8.0,2.0
20/09/2025,Augsburg,Mainz,1,4,A,6.0,6.0,1.0,2.0,5.0,4.0
20/09/2025,Hamburg,Heidenheim,2,1,H,1.0,12.0,5.0,1.0,9.0,8.0
20/09/2025,Hoffenheim,Bayern Munich,1,4,A,5.0,5.0,1.0,2.0,4.0,10.0
20/09/2025,RB Leipzig,FC Koln,3,1,H,9.0,5.0,1.0,1.0,8.0,2.0
20/09/2025,Werder Bremen,Freiburg,0,3,A,2.0,0.0,5.0,2.0,5.0,5.0
21/09/2025,Dortmund,Wolfsburg,1,0,H,9.0,3.0,1.0,0.0,4.0,1.0
21/09/2025,Ein Frankfurt,Union Berlin,3,4,A,5.0,1.0,3.0,2.0,10.0,5.0
21/09/2025,Leverkusen,M'gladbach,1,1,D,3.0,4.0,5.0,5.0,9.0,7.0
26/09/2025,Bayern Munich,Werder Bremen,4,0,H,7.0,6.0,2.0,0.0,13.0,3.0
27/09/2025,Heidenheim,Augsburg,2,1,H,3.0,2.0,1.0,6.0,5.0,2.0
27/09/2025,M'gladbach,Ein Frankfurt,4,6,A,4.0,6.0,1.0,2.0,8.0,7.0
27/09/2025,Mainz,Dortmund,0,2,A,7.0,5.0,2.0,1.0,2.0,4.0
27/09/2025,St Pauli,Leverkusen,1,2,A,13.0,1.0,3.0,5.0,6.0,4.0
27/09/2025,Wolfsburg,RB Leipzig,0,1,A,6.0,11.0,2.0,2.0,4.0,6.0
28/09/2025,FC Koln,Stuttgart,1,2,A,8.0,8.0,2.0,2.0,6.0,5.0
28/09/2025,Freiburg,Hoffenheim,1,1,D,6.0,8.0,3.0,1.0,1.0,4.0
28/09/2025,Union Berlin,Hamburg,0,0,D,5.0,3.0,2.0,2.0,2.0,6.0
03/10/2025,Hoffenheim,FC Koln,0,1,A,11.0,6.0,3.0,1.0,4.0,4.0
04/10/2025,Augsburg,Wolfsburg,3,1,H,10.0,5.0,2.0,1.0,5.0,4.0
04/10/2025,Dortmund,RB Leipzig,1,1,D,7.0,7.0,1.0,3.0,3.0,3.0
04/10/2025,Ein Frankfurt,Bayern Munich,0,3,A,4.0,3.0,1.0,2.0,1.0,3.0
04/10/2025,Leverkusen,Union Berlin,2,0,H,4.0,4.0,1.0,3.0,3.0,3.0
04/10/2025,Werder Bremen,St Pauli,1,0,H,4.0,1.0,3.0,1.0,5.0,3.0
05/10/2025,Hamburg,Mainz,4,0,H,1.0,4.0,2.0,3.0,9.0,4.0
05/10/2025,M'gladbach,Freiburg,0,0,D,4.0,1.0,3.0,1.0,5.0,1.0
05/10/2025,Stuttgart,Heidenheim,1,0,H,1.0,1.0,1.0,1.0,6.0,1.0
17/10/2025,Union Berlin,M'gladbach,3,1,H,6.0,6.0,5.0,3.0,5.0,2.0
18/10/2025,Bayern Munich,Dortmund,2,1,H,4.0,3.0,1.0,3.0,7.0,1.0
18/10/2025,FC Koln,Augsburg,1,1,D,5.0,2.0,2.0,2.0,2.0,4.0
18/10/2025,Heidenheim,Werder Bremen,2,2,D,12.0,2.0,1.0,3.0,11.0,4.0
18/10/2025,Mainz,Leverkusen,3,4,A,2.0,3.0,4.0,4.0,4.0,8.0
18/10/2025,RB Leipzig,Hamburg,2,1,H,3.0,5.0,3.0,1.0,4.0,3.0
18/10/2025,Wolfsburg,Stuttgart,0,3,A,3.0,8.0,1.0,1.0,3.0,7.0
19/10/2025,Freiburg,Ein Frankfurt,2,2,D,3.0,1.0,2.0,3.0,5.0,3.0
19/10/2025,St Pauli,Hoffenheim,0,3,A,9.0,7.0,1.0,3.0,2.0,5.0
24/10/2025,Werder Bremen,Union Berlin,1,0,H,5.0,6.0,4.0,0.0,3.0,2.0
25/10/2025,Augsburg,RB Leipzig,0,6,A,2.0,3.0,3.0,1.0,2.0,8.0
25/10/2025,Dortmund,FC Koln,1,0,H,17.0,2.0,2.0,2.0,9.0,0.0
25/10/2025,Ein Frankfurt,St Pauli,2,0,H,1.0,3.0,0.0,1.0,6.0,1.0
25/10/2025,Hamburg,Wolfsburg,0,1,A,11.0,1.0,1.0,5.0,6.0,2.0
25/10/2025,Hoffenheim,Heidenheim,3,1,H,7.0,5.0,1.0,1.0,7.0,3.0
25/10/2025,M'gladbach,Bayern Munich,0,3,A,1.0,8.0,0.0,3.0,0.0,11.0
26/10/2025,Leverkusen,Freiburg,2,0,H,2.0,3.0,1.0,2.0,4.0,3.0
26/10/2025,Stuttgart,Mainz,2,1,H,7.0,5.0,4.0,3.0,8.0,2.0
31/10/2025,Augsburg,Dortmund,0,1,A,4.0,3.0,4.0,1.0,1.0,1.0
01/11/2025,Bayern Munich,Leverkusen,3,0,H,10.0,4.0,1.0,1.0,4.0,1.0
01/11/2025,Heidenheim,Ein Frankfurt,1,1,D,2.0,8.0,0.0,2.0,4.0,3.0
01/11/2025,Mainz,Werder Bremen,1,1,D,2.0,0.0,1.0,3.0,5.0,3.0
01/11/2025,RB Leipzig,Stuttgart,3,1,H,5.0,5.0,1.0,2.0,9.0,4.0
01/11/2025,St Pauli,M'gladbach,0,4,A,8.0,1.0,4.0,0.0,4.0,11.0
01/11/2025,Union Berlin,Freiburg,0,0,D,5.0,5.0,6.0,1.0,2.0,4.0
02/11/2025,FC Koln,Hamburg,4,1,H,2.0,3.0,1.0,6.0,10.0,5.0
02/11/2025,Wolfsburg,Hoffenheim,2,3,A,2.0,2.0,0.0,2.0,6.0,4.0
07/11/2025,Werder Bremen,Wolfsburg,2,1,H,13.0,3.0,2.0,0.0,7.0,4.0
08/11/2025,Hamburg,Dortmund,1,1,D,2.0,6.0,1.0,1.0,3.0,1.0
08/11/2025,Hoffenheim,RB Leipzig,3,1,H,5.0,5.0,3.0,2.0,4.0,5.0
08/11/2025,Leverkusen,Heidenheim,6,0,H,11.0,1.0,0.0,1.0,10.0,0.0
08/11/2025,M'gladbach,FC Koln,3,1,H,2.0,6.0,2.0,3.0,4.0,5.0
08/11/2025,Union Berlin,Bayern Munich,2,2,D,6.0,5.0,2.0,4.0,4.0,4.0
09/11/2025,Ein Frankfurt,Mainz,1,0,H,4.0,3.0,0.0,5.0,4.0,0.0
09/11/2025,Freiburg,St Pauli,2,1,H,9.0,3.0,2.0,2.0,4.0,2.0
09/11/2025,Stuttgart,Augsburg,3,2,H,4.0,4.0,2.0,3.0,6.0,6.0
21/11/2025,Mainz,Hoffenheim,1,1,D,7.0,4.0,3.0,2.0,3.0,5.0
22/11/2025,Augsburg,Hamburg,1,0,H,4.0,3.0,2.0,3.0,6.0,6.0
22/11/2025,Bayern Munich,Freiburg,6,2,H,3.0,5.0,1.0,0.0,8.0,2.0
22/11/2025,Dortmund,Stuttgart,3,3,D,2.0,4.0,1.0,1.0,6.0,6.0
22/11/2025,FC Koln,Ein Frankfurt,3,4,A,3.0,3.0,0.0,0.0,5.0,7.0
22/11/2025,Heidenheim,M'gladbach,0,3,A,4.0,5.0,2.0,0.0,2.0,4.0
22/11/2025,Wolfsburg,Leverkusen,1,3,A,9.0,1.0,2.0,1.0,10.0,3.0
23/11/2025,RB Leipzig,Werder Bremen,2,0,H,13.0,7.0,1.0,2.0,13.0,6.0
23/11/2025,St Pauli,Union Berlin,0,1,A,8.0,2.0,1.0,1.0,3.0,3.0
28/11/2025,M'gladbach,RB Leipzig,0,0,D,5.0,6.0,0.0,3.0,1.0,4.0
29/11/2025,Bayern Munich,St Pauli,3,1,H,10.0,2.0,1.0,1.0,4.0,1.0
29/11/2025,Hoffenheim,Augsburg,3,0,H,7.0,2.0,1.0,0.0,3.0,4.0
29/11/2025,Leverkusen,Dortmund,1,2,A,10.0,3.0,3.0,4.0,4.0,4.0
29/11/2025,Union Berlin,Heidenheim,1,2,A,5.0,5.0,3.0,2.0,2.0,2.0
29/11/2025,Werder Bremen,FC Koln,1,1,D,4.0,0.0,2.0,4.0,4.0,2.0
30/11/2025,Ein Frankfurt,Wolfsburg,1,1,D,14.0,1.0,1.0,4.0,3.0,3.0
30/11/2025,Freiburg,Mainz,4,0,H,6.0,2.0,0.0,2.0,10.0,1.0
30/11/2025,Hamburg,Stuttgart,2,1,H,4.0,6.0,2.0,4.0,2.0,3.0
05/12/2025,Mainz,M'gladbach,0,1,A,8.0,6.0,2.0,1.0,2.0,5.0
06/12/2025,Augsburg,Leverkusen,2,0,H,5.0,7.0,4.0,3.0,6.0,2.0
06/12/2025,FC Koln,St Pauli,1,1,D,5.0,4.0,0.0,1.0,8.0,1.0
06/12/2025,Heidenheim,Freiburg,2,1,H,8.0,6.0,2.0,1.0,3.0,2.0
06/12/2025,RB Leipzig,Ein Frankfurt,6,0,H,4.0,0.0,1.0,2.0,7.0,2.0
06/12/2025,Stuttgart,Bayern Munich,0,5,A,3.0,4.0,2.0,4.0,1.0,11.0
06/12/2025,Wolfsburg,Union Berlin,3,1,H,0.0,11.0,4.0,1.0,3.0,6.0
07/12/2025,Dortmund,Hoffenheim,2,0,H,7.0,5.0,0.0,2.0,4.0,3.0
07/12/2025,Hamburg,Werder Bremen,3,2,H,5.0,3.0,1.0,6.0,6.0,3.0
12/12/2025,Union Berlin,RB Leipzig,3,1,H,4.0,6.0,2.0,2.0,6.0,3.0
13/12/2025,Ein Frankfurt,Augsburg,1,0,H,2.0,6.0,2.0,3.0,4.0,1.0
13/12/2025,Hoffenheim,Hamburg,4,1,H,3.0,3.0,1.0,3.0,6.0,5.0
13/12/2025,Leverkusen,FC Koln,2,0,H,8.0,3.0,2.0,1.0,6.0,4.0
13/12/2025,M'gladbach,Wolfsburg,1,3,A,6.0,3.0,0.0,1.0,4.0,6.0
13/12/2025,St Pauli,Heidenheim,2,1,H,4.0,11.0,2.0,3.0,5.0,7.0
14/12/2025,Bayern Munich,Mainz,2,2,D,7.0,0.0,2.0,2.0,11.0,2.0
14/12/2025,Freiburg,Dortmund,1,1,D,6.0,0.0,3.0,2.0,6.0,4.0
14/12/2025,Werder Bremen,Stuttgart,0,4,A,0.0,9.0,2.0,0.0,3.0,12.0
19/12/2025,Dortmund,M'gladbach,2,0,H,6.0,4.0,2.0,1.0,4.0,1.0
20/12/2025,Augsburg,Werder Bremen,0,0,D,6.0,11.0,3.0,4.0,6.0,0.0
20/12/2025,FC Koln,Union Berlin,0,1,A,3.0,6.0,2.0,5.0,2.0,3.0
20/12/2025,Hamburg,Ein Frankfurt,1,1,D,5.0,5.0,0.0,0.0,3.0,3.0
20/12/2025,RB Leipzig,Leverkusen,1,3,A,2.0,8.0,1.0,2.0,7.0,8.0
20/12/2025,Stuttgart,Hoffenheim,0,0,D,4.0,2.0,3.0,2.0,3.0,1.0
20/12/2025,Wolfsburg,Freiburg,3,4,A,2.0,6.0,1.0,1.0,6.0,8.0
21/12/2025,Heidenheim,Bayern Munich,0,4,A,0.0,6.0,0.0,0.0,1.0,11.0
21/12/2025,Mainz,St Pauli,0,0,D,9.0,5.0,1.0,1.0,1.0,1.0
09/01/2026,Ein Frankfurt,Dortmund,3,3,D,2.0,5.0,3.0,3.0,6.0,6.0
10/01/2026,Freiburg,Hamburg,2,1,H,0.0,3.0,3.0,5.0,7.0,5.0
10/01/2026,Heidenheim,FC Koln,2,2,D,5.0,4.0,2.0,1.0,6.0,9.0
10/01/2026,Leverkusen,Stuttgart,1,4,A,5.0,3.0,4.0,2.0,4.0,7.0
10/01/2026,Union Berlin,Mainz,2,2,D,2.0,1.0,2.0,0.0,5.0,6.0
11/01/2026,Bayern Munich,Wolfsburg,8,1,H,6.0,2.0,0.0,1.0,10.0,3.0
11/01/2026,M'gladbach,Augsburg,4,0,H,2.0,2.0,0.0,1.0,7.0,2.0
13/01/2026,Dortmund,Werder Bremen,3,0,H,3.0,3.0,2.0,0.0,8.0,3.0
13/01/2026,Mainz,Heidenheim,2,1,H,4.0,1.0,2.0,2.0,6.0,4.0
13/01/2026,Stuttgart,Ein Frankfurt,3,2,H,10.0,2.0,2.0,2.0,11.0,5.0
14/01/2026,FC Koln,Bayern Munich,1,3,A,4.0,6.0,0.0,0.0,3.0,8.0
14/01/2026,Hoffenheim,M'gladbach,5,1,H,6.0,2.0,1.0,1.0,10.0,5.0
14/01/2026,RB Leipzig,Freiburg,2,0,H,7.0,2.0,0.0,4.0,7.0,1.0
14/01/2026,Wolfsburg,St Pauli,2,1,H,7.0,4.0,1.0,2.0,5.0,4.0
15/01/2026,Augsburg,Union Berlin,1,1,D,3.0,3.0,1.0,0.0,5.0,3.0
16/01/2026,Werder Bremen,Ein Frankfurt,3,3,D,4.0,1.0,1.0,4.0,4.0,4.0
17/01/2026,Dortmund,St Pauli,3,2,H,5.0,5.0,3.0,1.0,6.0,5.0
17/01/2026,FC Koln,Mainz,2,1,H,9.0,5.0,4.0,4.0,6.0,7.0
17/01/2026,Hamburg,M'gladbach,0,0,D,2.0,5.0,1.0,2.0,12.0,0.0
17/01/2026,Hoffenheim,Leverkusen,1,0,H,3.0,5.0,2.0,1.0,8.0,2.0
17/01/2026,RB Leipzig,Bayern Munich,1,5,A,5.0,9.0,1.0,0.0,4.0,12.0
17/01/2026,Wolfsburg,Heidenheim,1,1,D,9.0,6.0,4.0,3.0,4.0,3.0
18/01/2026,Augsburg,Freiburg,2,2,D,9.0,6.0,3.0,2.0,5.0,5.0
18/01/2026,Stuttgart,Union Berlin,1,1,D,3.0,8.0,1.0,1.0,4.0,3.0
23/01/2026,St Pauli,Hamburg,0,0,D,5.0,4.0,1.0,1.0,3.0,2.0
24/01/2026,Bayern Munich,Augsburg,1,2,A,9.0,3.0,1.0,1.0,6.0,6.0
24/01/2026,Ein Frankfurt,Hoffenheim,1,3,A,6.0,6.0,0.0,4.0,3.0,5.0
24/01/2026,Heidenheim,RB Leipzig,0,3,A,4.0,0.0,1.0,0.0,2.0,8.0
24/01/2026,Leverkusen,Werder Bremen,1,0,H,5.0,5.0,2.0,3.0,4.0,3.0
24/01/2026,Mainz,Wolfsburg,3,1,H,15.0,1.0,3.0,2.0,9.0,2.0
24/01/2026,Union Berlin,Dortmund,0,3,A,7.0,2.0,0.0,1.0,3.0,5.0
25/01/2026,Freiburg,FC Koln,2,1,H,5.0,5.0,1.0,2.0,5.0,4.0
25/01/2026,M'gladbach,Stuttgart,0,3,A,1.0,4.0,1.0,1.0,3.0,8.0
27/01/2026,St Pauli,RB Leipzig,1,1,D,4.0,3.0,0.0,1.0,2.0,5.0
27/01/2026,Werder Bremen,Hoffenheim,0,2,A,6.0,7.0,2.0,2.0,3.0,3.0
30/01/2026,FC Koln,Wolfsburg,1,0,H,3.0,4.0,1.0,4.0,3.0,3.0
31/01/2026,Augsburg,St Pauli,2,1,H,5.0,5.0,3.0,1.0,6.0,5.0
31/01/2026,Ein Frankfurt,Leverkusen,1,3,A,8.0,3.0,3.0,1.0,4.0,4.0
