fecha,local,visitante,escudo_local,escudo_visitante,goles_esperados_local,goles_esperados_visitante,marcadores_probables,explicacion_ia,pick_recomendado,es_combo,pick_probabilidad,pick_cuota_aprox,cuota_es_real,casa_apuestas,_event_id_odds,_local_odds_api,_visitante_odds_api,pick_es_seguro,calidad_datos,prob_local,prob_empate,prob_visitante,doble_op_1X,doble_op_X2,btts_si,btts_no,over_25,under_25,Over 5.5 corners,Under 5.5 corners,Over 6.5 corners,Under 6.5 corners,Over 7.5 corners,Under 7.5 corners,Over 8.5 corners,Under 8.5 corners,Over 9.5 corners,Under 9.5 corners,Over 10.5 corners,Under 10.5 corners,Over 11.5 corners,Under 11.5 corners,Over 12.5 corners,Under 12.5 corners,Over 13.5 corners,Under 13.5 corners,Más corners: Feyenoord,Más corners: Utrecht,Over 9.5 tiros a puerta,Under 9.5 tiros a puerta,Over 10.5 tiros a puerta,Under 10.5 tiros a puerta,Over 11.5 tiros a puerta,Under 11.5 tiros a puerta,Over 12.5 tiros a puerta,Under 12.5 tiros a puerta,Más tiros a puerta: Feyenoord,Más tiros a puerta: Utrecht,Over 18.5 faltas,Under 18.5 faltas,Over 19.5 faltas,Under 19.5 faltas,Over 20.5 faltas,Under 20.5 faltas,Over 21.5 faltas,Under 21.5 faltas,Más faltas: Feyenoord,Más faltas: Utrecht,Over 26.5 tiros totales,Under 26.5 tiros totales,Over 27.5 tiros totales,Under 27.5 tiros totales,Over 28.5 tiros totales,Under 28.5 tiros totales,Over 29.5 tiros totales,Under 29.5 tiros totales,Más tiros totales: Feyenoord,Más tiros totales: Utrecht,Hándicap asiático -0.5: Feyenoord,Hándicap asiático +0.5: Utrecht,Hándicap asiático +0.5: Feyenoord,Hándicap asiático -0.5: Utrecht,Hándicap asiático +1.5: Feyenoord,Hándicap asiático -1.5: Utrecht,Hándicap asiático +2.5: Feyenoord,Hándicap asiático -2.5: Utrecht,Hándicap europeo +0: Cubre Feyenoord,Hándicap europeo +0: Empate en el hándicap,Hándicap europeo +0: Cubre Utrecht,Hándicap europeo +1: Cubre Feyenoord,Hándicap europeo +1: Empate en el hándicap,Hándicap europeo +1: Cubre Utrecht,Hándicap europeo +2: Cubre Feyenoord,Hándicap europeo +2: Empate en el hándicap,Hándicap europeo +2: Cubre Utrecht,Más corners: Twente,Más corners: PSV Eindhoven,Over 8.5 tiros a puerta,Under 8.5 tiros a puerta,Más tiros a puerta: Twente,Más tiros a puerta: PSV Eindhoven,Over 17.5 faltas,Under 17.5 faltas,Más faltas: Twente,Más faltas: PSV Eindhoven,Over 24.5 tiros totales,Under 24.5 tiros totales,Over 25.5 tiros totales,Under 25.5 tiros totales,Más tiros totales: Twente,Más tiros totales: PSV Eindhoven,Hándicap asiático -1.5: Twente,Hándicap asiático +1.5: PSV Eindhoven,Hándicap asiático -0.5: Twente,Hándicap asiático +0.5: PSV Eindhoven,Hándicap asiático +0.5: Twente,Hándicap asiático -0.5: PSV Eindhoven,Hándicap asiático +1.5: Twente,Hándicap asiático -1.5: PSV Eindhoven,Hándicap europeo -1: Cubre Twente,Hándicap europeo -1: Empate en el hándicap,Hándicap europeo -1: Cubre PSV Eindhoven,Hándicap europeo +0: Cubre Twente,Hándicap europeo +0: Cubre PSV Eindhoven,Hándicap europeo +1: Cubre Twente,Hándicap europeo +1: Cubre PSV Eindhoven,Más corners: AZ Alkmaar,Más corners: Telstar,Más tiros a puerta: AZ Alkmaar,Más tiros a puerta: Telstar,Over 22.5 faltas,Under 22.5 faltas,Over 23.5 faltas,Under 23.5 faltas,Más faltas: AZ Alkmaar,Más faltas: Telstar,Over 30.5 tiros totales,Under 30.5 tiros totales,Over 31.5 tiros totales,Under 31.5 tiros totales,Más tiros totales: AZ Alkmaar,Más tiros totales: Telstar,Hándicap asiático -0.5: AZ Alkmaar,Hándicap asiático +0.5: Telstar,Hándicap asiático +0.5: AZ Alkmaar,Hándicap asiático -0.5: Telstar,Hándicap asiático +1.5: AZ Alkmaar,Hándicap asiático -1.5: Telstar,Hándicap asiático +2.5: AZ Alkmaar,Hándicap asiático -2.5: Telstar,Hándicap europeo +0: Cubre AZ Alkmaar,Hándicap europeo +0: Cubre Telstar,Hándicap europeo +1: Cubre AZ Alkmaar,Hándicap europeo +1: Cubre Telstar,Hándicap europeo +2: Cubre AZ Alkmaar,Hándicap europeo +2: Cubre Telstar,Más corners: Nijmegen,Más corners: Go Ahead Eagles,Más tiros a puerta: Nijmegen,Más tiros a puerta: Go Ahead Eagles,Más faltas: Nijmegen,Más faltas: Go Ahead Eagles,Over 32.5 tiros totales,Under 32.5 tiros totales,Over 33.5 tiros totales,Under 33.5 tiros totales,Over 34.5 tiros totales,Under 34.5 tiros totales,Más tiros totales: Nijmegen,Más tiros totales: Go Ahead Eagles,Hándicap asiático -0.5: Nijmegen,Hándicap asiático +0.5: Go Ahead Eagles,Hándicap asiático +0.5: Nijmegen,Hándicap asiático -0.5: Go Ahead Eagles,Hándicap asiático +1.5: Nijmegen,Hándicap asiático -1.5: Go Ahead Eagles,Hándicap asiático +2.5: Nijmegen,Hándicap asiático -2.5: Go Ahead Eagles,Hándicap europeo +0: Cubre Nijmegen,Hándicap europeo +0: Cubre Go Ahead Eagles,Hándicap europeo +1: Cubre Nijmegen,Hándicap europeo +1: Cubre Go Ahead Eagles,Hándicap europeo +2: Cubre Nijmegen,Hándicap europeo +2: Cubre Go Ahead Eagles
2026-09-20 10:15:00,Feyenoord,Utrecht,https://crests.football-data.org/675.png,https://crests.football-data.org/676.png,2.16,1.23,"[{'marcador': '2-1', 'probabilidad': np.float64(10.8)}, {'marcador': '1-1', 'probabilidad': np.float64(10.0)}, {'marcador': '3-1', 'probabilidad': np.float64(7.8)}, {'marcador': '2-2', 'probabilidad': np.float64(6.6)}, {'marcador': '2-0', 'probabilidad': np.float64(6.3)}]","['Goles esperados según nuestro modelo: Feyenoord 2.16 — 1.23 Utrecht (favorece a Feyenoord)', 'Forma reciente de Feyenoord (últimos 5): 3V-2E-0D — viene de ganar 2 partidos consecutivos', 'Forma reciente de Utrecht (últimos 5): 1V-2E-2D', 'Índice de ataque (nuestro modelo): Feyenoord 1.35 de local vs Utrecht 1.13 de visitante (1.00 = promedio de la liga)', 'Índice de defensa (nuestro modelo): Feyenoord 0.76 de local vs Utrecht 0.92 de visitante (más bajo = defensa más sólida)', 'El pick recomendado, ""Hándicap asiático +0.5: Feyenoord"", alcanza 80.0% de probabilidad calibrada según nuestro modelo.']",Hándicap asiático +0.5: Feyenoord,False,80.0,1.15,False,,,,,True,completo,55.2,24.0,20.8,79.2,44.8,66.5,33.5,66.0,34.0,92.5,7.5,85.6,14.4,76.1,23.9,64.4,35.6,51.6,48.4,39.1,60.9,28.0,72.0,19.0,81.0,12.1,87.9,82.3,10.4,53.2,45.1,43.7,54.7,35.3,63.2,28.8,69.8,71.4,22.9,56.5,38.3,49.0,45.6,41.6,53.1,34.9,60.0,28.4,61.0,58.7,41.3,51.1,48.9,43.6,56.4,36.4,63.6,94.4,3.7,56.6,43.4,80.0,20.0,92.4,7.6,97.7,2.3,56.6,23.4,20.0,80.0,12.4,7.6,92.4,5.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-20 12:30:00,Twente,PSV Eindhoven,https://crests.football-data.org/666.png,https://crests.football-data.org/674.png,1.33,1.82,"[{'marcador': '1-1', 'probabilidad': np.float64(11.5)}, {'marcador': '1-2', 'probabilidad': np.float64(10.5)}, {'marcador': '2-1', 'probabilidad': np.float64(7.7)}, {'marcador': '2-2', 'probabilidad': np.float64(7.0)}, {'marcador': '1-3', 'probabilidad': np.float64(6.4)}]","['Goles esperados según nuestro modelo: Twente 1.33 — 1.82 PSV Eindhoven (favorece a PSV Eindhoven)', 'Forma reciente de Twente (últimos 5): 4V-1E-0D — viene de ganar 2 partidos consecutivos', 'Forma reciente de PSV Eindhoven (últimos 5): 5V-0E-0D — viene de ganar 5 partidos consecutivos', 'Índice de ataque (nuestro modelo): Twente 1.15 de local vs PSV Eindhoven 1.87 de visitante (1.00 = promedio de la liga)', 'Índice de defensa (nuestro modelo): Twente 0.68 de local vs PSV Eindhoven 0.67 de visitante (más bajo = defensa más sólida)', 'El pick recomendado, ""Over 1.5 goles"", alcanza 80.3% de probabilidad calibrada según nuestro modelo.']",Over 1.5 goles,False,80.3,1.14,False,,,,,True,completo,30.0,26.3,43.8,56.2,70.0,65.4,34.6,60.7,39.3,87.4,12.6,77.8,22.2,65.6,34.4,52.2,47.8,39.1,60.9,27.4,72.6,18.1,81.9,11.2,88.8,6.6,93.4,,,48.1,50.3,38.8,59.7,31.3,67.3,,,,,44.6,50.1,37.3,57.6,31.1,64.2,,,,,44.5,55.5,37.0,63.0,,,,,,,,,,,,,,,,26.3,,,21.9,,,,,29.8,57.4,58.0,40.4,36.3,52.7,52.4,42.3,43.0,43.8,60.1,39.9,52.3,47.7,41.5,50.6,11.0,89.0,26.6,73.4,52.9,47.1,74.8,25.2,11.0,15.6,73.4,26.6,47.1,52.9,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-20 12:30:00,AZ Alkmaar,Telstar,https://crests.football-data.org/682.png,https://crests.football-data.org/1912.png,1.8,0.85,"[{'marcador': '1-1', 'probabilidad': np.float64(12.2)}, {'marcador': '1-0', 'probabilidad': np.float64(11.0)}, {'marcador': '2-1', 'probabilidad': np.float64(11.0)}, {'marcador': '2-0', 'probabilidad': np.float64(9.9)}, {'marcador': '0-0', 'probabilidad': np.float64(8.4)}]","['Goles esperados según nuestro modelo: AZ Alkmaar 1.80 — 0.85 Telstar (favorece a AZ Alkmaar)', 'Forma reciente de AZ Alkmaar (últimos 5): 4V-1E-0D', 'Forma reciente de Telstar (últimos 5): 0V-2E-3D', 'Índice de ataque (nuestro modelo): AZ Alkmaar 1.26 de local vs Telstar 0.71 de visitante (1.00 = promedio de la liga)', 'Índice de defensa (nuestro modelo): AZ Alkmaar 0.85 de local vs Telstar 0.83 de visitante (más bajo = defensa más sólida)', 'El pick recomendado, ""Doble oportunidad 1X"", alcanza 80.9% de probabilidad calibrada según nuestro modelo.']",Doble oportunidad 1X,False,80.9,1.14,False,,,,,True,completo,56.5,24.4,19.1,80.9,43.5,48.3,51.7,46.4,53.6,97.7,2.3,94.9,5.1,90.1,9.9,83.1,16.9,73.9,26.1,63.1,36.9,51.5,48.5,40.0,60.0,29.7,70.3,,,60.4,38.1,51.3,47.1,42.2,56.2,34.3,64.2,,,,,,,53.1,41.6,45.9,48.8,,,,,,,56.1,43.9,48.8,51.2,,,,,,,,,,,,26.1,,,11.1,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,4.2,77.1,19.6,39.0,55.8,32.9,62.2,29.9,59.3,41.6,58.4,34.7,65.3,97.8,1.4,57.9,42.1,84.1,15.9,95.2,4.8,98.9,1.1,57.9,15.9,84.1,4.8,95.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-20 14:45:00,Nijmegen,Go Ahead Eagles,https://crests.football-data.org/1915.png,https://crests.football-data.org/718.png,2.13,1.37,"[{'marcador': '2-1', 'probabilidad': np.float64(10.4)}, {'marcador': '1-1', 'probabilidad': np.float64(9.8)}, {'marcador': '3-1', 'probabilidad': np.float64(7.4)}, {'marcador': '2-2', 'probabilidad': np.float64(7.1)}, {'marcador': '1-2', 'probabilidad': np.float64(6.7)}]","['Goles esperados según nuestro modelo: Nijmegen 2.13 — 1.37 Go Ahead Eagles (favorece a Nijmegen)', 'Forma reciente de Nijmegen (últimos 5): 2V-1E-2D', 'Forma reciente de Go Ahead Eagles (últimos 5): 1V-3E-1D', 'Índice de ataque (nuestro modelo): Nijmegen 1.15 de local vs Go Ahead Eagles 0.88 de visitante (1.00 = promedio de la liga)', 'Índice de defensa (nuestro modelo): Nijmegen 1.08 de local vs Go Ahead Eagles 1.07 de visitante (más bajo = defensa más sólida)', 'Índice de córners (nuestro modelo): Nijmegen genera 1.02 de local vs Go Ahead Eagles 0.98 de visitante (1.00 = promedio de la liga) — esto respalda el mercado de córners recomendado', 'El pick recomendado, ""Over 1.5 goles + Over 5.5 corners"", alcanza 80.0% de probabilidad calibrada según nuestro modelo.']",Over 1.5 goles + Over 5.5 corners,True,80.0,1.15,False,,,,,True,completo,52.3,24.6,23.1,76.9,47.7,69.7,30.3,68.3,31.7,95.1,4.9,90.0,10.0,82.4,17.6,72.4,27.6,60.7,39.3,48.4,51.6,36.6,63.4,26.2,73.8,17.8,82.2,,,57.8,40.6,48.5,49.9,39.5,58.9,32.2,66.4,,,,,56.9,37.9,49.7,45.0,42.4,52.2,,,,,,,,,,,,,,,,,,,,,,23.8,,,13.7,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,59.1,,,,,,,53.2,46.8,,,,,,,,,,,,,,,,,68.1,21.6,67.4,25.6,30.1,59.0,46.2,53.8,39.3,60.7,32.9,67.1,97.2,1.8,53.1,46.9,76.9,23.1,90.6,9.4,96.9,3.1,53.1,23.1,76.9,9.4,90.6,3.1
