Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HY,AY,HST,AST,Referee
11/03/2023,Birmingham,Rotherham,2,0,H,4.0,10.0,1.0,3.0,5.0,1.0,G Eltringham
11/03/2023,Bristol City,Blackpool,2,0,H,6.0,0.0,0.0,1.0,3.0,2.0,D Bond
11/03/2023,Burnley,Wigan,3,0,H,10.0,0.0,1.0,3.0,7.0,2.0,J Busby
11/03/2023,Coventry,Hull,1,1,D,10.0,3.0,0.0,0.0,6.0,3.0,J Smith
11/03/2023,Preston,Cardiff,2,0,H,4.0,4.0,2.0,1.0,5.0,4.0,D Webb
11/03/2023,QPR,Watford,1,0,H,2.0,5.0,2.0,2.0,4.0,2.0,J Linington
11/03/2023,Reading,Millwall,0,1,A,2.0,2.0,1.0,0.0,0.0,1.0,M Salisbury
11/03/2023,Sheffield United,Luton,0,1,A,3.0,4.0,2.0,0.0,5.0,1.0,L Doughty
11/03/2023,Swansea,Middlesbrough,1,3,A,4.0,6.0,2.0,1.0,5.0,7.0,P Bankes
11/03/2023,West Brom,Huddersfield,1,0,H,9.0,2.0,1.0,0.0,4.0,1.0,D Whitestone
12/03/2023,Norwich,Sunderland,0,1,A,8.0,3.0,2.0,5.0,5.0,5.0,T Robinson
14/03/2023,Blackpool,QPR,6,1,H,6.0,1.0,1.0,3.0,8.0,2.0,J Simpson
14/03/2023,Middlesbrough,Stoke,1,1,D,4.0,6.0,1.0,4.0,3.0,5.0,C Pawson
14/03/2023,Millwall,Swansea,2,1,H,5.0,5.0,1.0,2.0,3.0,11.0,D Webb
14/03/2023,Rotherham,Preston,1,2,A,3.0,5.0,2.0,2.0,1.0,3.0,S Martin
14/03/2023,Watford,Birmingham,3,0,H,3.0,1.0,1.0,3.0,5.0,6.0,D England
14/03/2023,Wigan,Coventry,1,1,D,6.0,4.0,1.0,1.0,5.0,7.0,A Woolmer
15/03/2023,Blackburn,Reading,2,1,H,6.0,4.0,2.0,2.0,6.0,4.0,D Bond
15/03/2023,Cardiff,West Brom,1,1,D,3.0,5.0,2.0,2.0,2.0,3.0,L Doughty
15/03/2023,Huddersfield,Norwich,1,1,D,6.0,8.0,0.0,3.0,0.0,3.0,K Stroud
15/03/2023,Hull,Burnley,1,3,A,3.0,3.0,1.0,2.0,6.0,3.0,T Robinson
15/03/2023,Luton,Bristol City,1,0,H,7.0,2.0,4.0,3.0,6.0,3.0,J Busby
15/03/2023,Sunderland,Sheffield United,1,2,A,4.0,8.0,2.0,4.0,3.0,4.0,M Donohue
18/03/2023,Blackpool,Coventry,1,4,A,5.0,4.0,0.0,3.0,1.0,7.0,G Eltringham
18/03/2023,Middlesbrough,Preston,4,0,H,7.0,4.0,4.0,3.0,5.0,3.0,M Donohue
18/03/2023,Millwall,Huddersfield,0,1,A,3.0,6.0,2.0,3.0,4.0,2.0,A Davies
18/03/2023,QPR,Birmingham,0,1,A,10.0,1.0,4.0,3.0,2.0,6.0,K Stroud
18/03/2023,Reading,Hull,1,1,D,1.0,9.0,2.0,1.0,5.0,4.0,G Ward
18/03/2023,Stoke,Norwich,0,0,D,8.0,3.0,2.0,0.0,8.0,1.0,D Webb
18/03/2023,Sunderland,Luton,1,1,D,6.0,2.0,0.0,4.0,4.0,3.0,S Oldham
18/03/2023,Watford,Wigan,1,1,D,5.0,4.0,2.0,4.0,3.0,2.0,G Scott
19/03/2023,Swansea,Bristol City,2,0,H,3.0,7.0,2.0,2.0,5.0,3.0,J Simpson
31/03/2023,Burnley,Sunderland,0,0,D,5.0,4.0,2.0,0.0,3.0,3.0,J Gillett
01/04/2023,Birmingham,Blackburn,1,0,H,4.0,7.0,3.0,3.0,3.0,8.0,A Davies
01/04/2023,Bristol City,Reading,1,1,D,10.0,4.0,3.0,2.0,8.0,2.0,S Martin
01/04/2023,Cardiff,Swansea,2,3,A,1.0,3.0,2.0,5.0,3.0,4.0,K Stroud
01/04/2023,Coventry,Stoke,0,4,A,6.0,6.0,2.0,0.0,6.0,11.0,S Barrott
01/04/2023,Huddersfield,Middlesbrough,4,2,H,5.0,9.0,2.0,2.0,5.0,6.0,J Busby
01/04/2023,Hull,Rotherham,0,0,D,8.0,8.0,0.0,2.0,1.0,0.0,D Webb
01/04/2023,Luton,Watford,2,0,H,9.0,3.0,2.0,3.0,6.0,1.0,J Smith
01/04/2023,Norwich,Sheffield United,0,1,A,4.0,5.0,3.0,3.0,1.0,1.0,D Bond
01/04/2023,Preston,Blackpool,3,1,H,6.0,8.0,3.0,3.0,7.0,5.0,A Marriner
01/04/2023,West Brom,Millwall,0,0,D,6.0,7.0,2.0,3.0,1.0,4.0,J Simpson
01/04/2023,Wigan,QPR,1,0,H,2.0,5.0,2.0,2.0,4.0,3.0,G Ward
07/04/2023,Blackburn,Norwich,0,2,A,8.0,5.0,1.0,2.0,4.0,5.0,A Marriner
07/04/2023,Blackpool,Cardiff,1,3,A,4.0,3.0,2.0,1.0,4.0,5.0,J Smith
07/04/2023,Middlesbrough,Burnley,1,2,A,1.0,2.0,1.0,1.0,3.0,4.0,D Bond
07/04/2023,Millwall,Luton,0,0,D,4.0,4.0,1.0,2.0,4.0,2.0,D England
07/04/2023,QPR,Preston,0,2,A,6.0,6.0,0.0,1.0,1.0,6.0,G Eltringham
07/04/2023,Reading,Birmingham,1,1,D,5.0,0.0,1.0,1.0,3.0,4.0,S Oldham
07/04/2023,Rotherham,West Brom,3,1,H,8.0,3.0,2.0,4.0,10.0,5.0,T Robinson
07/04/2023,Sheffield United,Wigan,1,0,H,9.0,6.0,2.0,1.0,4.0,1.0,A Davies
07/04/2023,Stoke,Bristol City,1,2,A,7.0,4.0,1.0,0.0,5.0,3.0,O Langford
07/04/2023,Sunderland,Hull,4,4,D,1.0,0.0,0.0,2.0,7.0,7.0,K Stroud
07/04/2023,Swansea,Coventry,0,0,D,5.0,5.0,2.0,3.0,6.0,4.0,J Busby
07/04/2023,Watford,Huddersfield,2,3,A,13.0,3.0,3.0,2.0,5.0,4.0,D Webb
10/04/2023,Birmingham,Stoke,0,0,D,6.0,10.0,2.0,2.0,2.0,1.0,D Bond
10/04/2023,Bristol City,Middlesbrough,2,2,D,4.0,7.0,2.0,1.0,7.0,4.0,T Robinson
10/04/2023,Burnley,Sheffield United,2,0,H,8.0,2.0,1.0,3.0,6.0,1.0,M Salisbury
10/04/2023,Cardiff,Sunderland,0,1,A,7.0,5.0,4.0,1.0,4.0,4.0,T Bramall
10/04/2023,Coventry,Watford,2,2,D,6.0,4.0,3.0,5.0,6.0,4.0,K Stroud
10/04/2023,Huddersfield,Blackburn,2,2,D,5.0,10.0,0.0,3.0,2.0,11.0,S Martin
10/04/2023,Hull,Millwall,1,0,H,7.0,5.0,1.0,2.0,2.0,6.0,J Smith
10/04/2023,Luton,Blackpool,3,1,H,7.0,5.0,1.0,2.0,4.0,5.0,A Davies
10/04/2023,Norwich,Rotherham,0,0,D,10.0,3.0,0.0,1.0,4.0,2.0,J Simpson
10/04/2023,Preston,Reading,2,1,H,9.0,2.0,1.0,2.0,7.0,3.0,J Busby
10/04/2023,West Brom,QPR,2,2,D,8.0,4.0,0.0,1.0,6.0,2.0,M Donohue
10/04/2023,Wigan,Swansea,0,2,A,6.0,1.0,3.0,1.0,4.0,3.0,S Allison
14/04/2023,Middlesbrough,Norwich,5,1,H,3.0,5.0,0.0,1.0,6.0,3.0,J Smith
15/04/2023,Blackburn,Hull,0,0,D,9.0,3.0,1.0,2.0,2.0,3.0,J Busby
15/04/2023,Blackpool,Wigan,1,0,H,3.0,7.0,1.0,2.0,2.0,2.0,T Bramall
15/04/2023,Millwall,Preston,2,0,H,2.0,4.0,1.0,2.0,2.0,3.0,T Robinson
15/04/2023,QPR,Coventry,0,3,A,5.0,2.0,1.0,3.0,2.0,5.0,M Salisbury
15/04/2023,Reading,Burnley,0,0,D,3.0,7.0,3.0,1.0,0.0,1.0,O Langford
15/04/2023,Rotherham,Luton,0,2,A,2.0,6.0,2.0,5.0,0.0,5.0,L Doughty
15/04/2023,Sheffield United,Cardiff,4,1,H,5.0,5.0,3.0,2.0,7.0,6.0,D Webb
15/04/2023,Stoke,West Brom,1,2,A,5.0,5.0,4.0,2.0,3.0,6.0,A Woolmer
15/04/2023,Sunderland,Birmingham,2,1,H,9.0,2.0,0.0,2.0,4.0,5.0,S Martin
15/04/2023,Swansea,Huddersfield,1,0,H,5.0,4.0,4.0,2.0,5.0,1.0,M Donohue
15/04/2023,Watford,Bristol City,2,0,H,6.0,7.0,1.0,3.0,4.0,6.0,D Whitestone
18/04/2023,Blackpool,West Brom,0,2,A,5.0,5.0,1.0,3.0,3.0,3.0,S Martin
18/04/2023,Millwall,Birmingham,0,1,A,11.0,4.0,0.0,2.0,7.0,4.0,D Whitestone
18/04/2023,Rotherham,Burnley,2,2,D,4.0,7.0,1.0,2.0,5.0,8.0,R Madley
18/04/2023,Sheffield United,Bristol City,1,0,H,2.0,2.0,1.0,2.0,3.0,1.0,G Eltringham
18/04/2023,Stoke,Wigan,0,1,A,7.0,4.0,2.0,2.0,3.0,2.0,T Nield
18/04/2023,Sunderland,Huddersfield,1,1,D,5.0,11.0,3.0,2.0,3.0,3.0,L Doughty
19/04/2023,Blackburn,Coventry,1,1,D,5.0,6.0,3.0,1.0,2.0,3.0,J Simpson
19/04/2023,Middlesbrough,Hull,3,1,H,4.0,3.0,1.0,1.0,7.0,3.0,A Davies
19/04/2023,QPR,Norwich,1,1,D,7.0,11.0,5.0,2.0,2.0,6.0,K Stroud
19/04/2023,Reading,Luton,1,1,D,2.0,5.0,3.0,2.0,2.0,6.0,T Robinson
19/04/2023,Swansea,Preston,4,2,H,2.0,4.0,3.0,3.0,7.0,2.0,O Langford
19/04/2023,Watford,Cardiff,1,3,A,10.0,1.0,3.0,3.0,3.0,5.0,J Gillett
22/04/2023,Birmingham,Blackpool,0,1,A,6.0,7.0,2.0,1.0,7.0,4.0,K Stroud
22/04/2023,Bristol City,Rotherham,2,1,H,7.0,7.0,2.0,3.0,5.0,3.0,J Smith
22/04/2023,Burnley,QPR,1,2,A,11.0,4.0,2.0,2.0,6.0,5.0,D Whitestone
22/04/2023,Cardiff,Stoke,1,1,D,6.0,4.0,3.0,0.0,4.0,1.0,A Davies
22/04/2023,Coventry,Reading,2,1,H,2.0,4.0,4.0,4.0,5.0,3.0,M Donohue
22/04/2023,Hull,Watford,1,0,H,2.0,5.0,3.0,2.0,1.0,2.0,O Langford
22/04/2023,Norwich,Swansea,0,3,A,2.0,6.0,1.0,1.0,2.0,6.0,D Webb
22/04/2023,Preston,Blackburn,1,1,D,4.0,3.0,1.0,2.0,4.0,3.0,R Jones
22/04/2023,Wigan,Millwall,2,1,H,5.0,3.0,1.0,2.0,2.0,3.0,R Madley
23/04/2023,West Brom,Sunderland,1,2,A,4.0,5.0,3.0,3.0,4.0,6.0,J Busby
24/04/2023,Luton,Middlesbrough,2,1,H,4.0,5.0,2.0,0.0,3.0,1.0,G Scott
25/04/2023,Blackburn,Burnley,0,1,A,10.0,4.0,3.0,5.0,5.0,1.0,T Robinson
26/04/2023,Sheffield United,West Brom,2,0,H,5.0,0.0,1.0,1.0,4.0,4.0,D Whitestone
27/04/2023,Rotherham,Cardiff,1,2,A,6.0,4.0,1.0,0.0,3.0,6.0,O Langford
28/04/2023,Blackpool,Millwall,2,3,A,7.0,3.0,2.0,4.0,3.0,3.0,M Donohue
29/04/2023,Bristol City,Burnley,1,2,A,3.0,3.0,1.0,0.0,1.0,7.0,D Webb
29/04/2023,Coventry,Birmingham,2,0,H,5.0,5.0,0.0,2.0,3.0,1.0,J Linington
29/04/2023,Hull,Swansea,1,1,D,3.0,5.0,0.0,2.0,1.0,2.0,G Eltringham
29/04/2023,Reading,Wigan,1,1,D,13.0,3.0,2.0,1.0,5.0,3.0,A Davies
29/04/2023,Sheffield United,Preston,4,1,H,10.0,5.0,2.0,1.0,10.0,4.0,S Martin
29/04/2023,Stoke,QPR,0,1,A,7.0,0.0,1.0,3.0,2.0,4.0,L Doughty
29/04/2023,Sunderland,Watford,2,2,D,10.0,2.0,3.0,3.0,7.0,3.0,G Ward
29/04/2023,West Brom,Norwich,2,1,H,6.0,1.0,0.0,2.0,5.0,2.0,R Madley
30/04/2023,Cardiff,Huddersfield,1,2,A,5.0,9.0,1.0,0.0,2.0,4.0,M Salisbury
01/05/2023,Blackburn,Luton,1,1,D,9.0,4.0,2.0,0.0,3.0,4.0,D England
01/05/2023,Rotherham,Middlesbrough,1,0,H,1.0,11.0,3.0,1.0,1.0,1.0,K Stroud
04/05/2023,Huddersfield,Sheffield United,1,0,H,9.0,3.0,1.0,2.0,2.0,2.0,J Busby
08/05/2023,Birmingham,Sheffield United,1,2,A,4.0,4.0,1.0,0.0,3.0,3.0,D Webb
08/05/2023,Burnley,Cardiff,3,0,H,5.0,3.0,1.0,2.0,7.0,4.0,M Donohue
08/05/2023,Huddersfield,Reading,2,0,H,4.0,6.0,0.0,1.0,7.0,0.0,J Smith
08/05/2023,Luton,Hull,0,0,D,7.0,6.0,1.0,0.0,2.0,1.0,J Linington
08/05/2023,Middlesbrough,Coventry,1,1,D,7.0,6.0,1.0,3.0,3.0,2.0,J Busby
08/05/2023,Millwall,Blackburn,3,4,A,3.0,6.0,1.0,0.0,4.0,9.0,C Pawson
08/05/2023,Norwich,Blackpool,0,1,A,10.0,4.0,1.0,0.0,5.0,6.0,J Bell
08/05/2023,Preston,Sunderland,0,3,A,2.0,7.0,2.0,0.0,2.0,7.0,R Madley
08/05/2023,QPR,Bristol City,0,2,A,7.0,3.0,0.0,1.0,0.0,2.0,A Woolmer
08/05/2023,Swansea,West Brom,3,2,H,6.0,3.0,1.0,2.0,4.0,4.0,K Stroud
08/05/2023,Watford,Stoke,2,0,H,6.0,6.0,0.0,2.0,6.0,7.0,L Smith
08/05/2023,Wigan,Rotherham,0,0,D,3.0,2.0,0.0,2.0,6.0,2.0,T Robinson
04/08/2023,Sheffield Weds,Southampton,1,2,A,3.0,6.0,4.0,4.0,1.0,7.0,R Madley
05/08/2023,Blackburn,West Brom,2,1,H,6.0,5.0,4.0,3.0,3.0,4.0,D Whitestone
05/08/2023,Bristol City,Preston,1,1,D,2.0,4.0,0.0,1.0,2.0,3.0,D Webb
05/08/2023,Middlesbrough,Millwall,0,1,A,12.0,6.0,1.0,3.0,2.0,2.0,G Ward
05/08/2023,Norwich,Hull,2,1,H,9.0,4.0,2.0,5.0,5.0,3.0,K Stroud
05/08/2023,Plymouth,Huddersfield,3,1,H,2.0,9.0,1.0,0.0,7.0,3.0,M Donohue
05/08/2023,Stoke,Rotherham,4,1,H,10.0,2.0,5.0,3.0,6.0,3.0,J Busby
05/08/2023,Swansea,Birmingham,1,1,D,5.0,5.0,1.0,4.0,6.0,5.0,J Linington
05/08/2023,Watford,QPR,4,0,H,8.0,2.0,1.0,2.0,12.0,1.0,T Bramall
06/08/2023,Leeds,Cardiff,2,2,D,10.0,0.0,2.0,1.0,6.0,2.0,J Smith
06/08/2023,Leicester,Coventry,2,1,H,6.0,8.0,3.0,2.0,7.0,6.0,D Bond
06/08/2023,Sunderland,Ipswich,1,2,A,11.0,4.0,1.0,3.0,4.0,5.0,S Barrott
12/08/2023,Birmingham,Leeds,1,0,H,7.0,4.0,1.0,2.0,2.0,1.0,T Robinson
12/08/2023,Cardiff,QPR,1,2,A,13.0,7.0,2.0,2.0,4.0,3.0,O Langford
12/08/2023,Coventry,Middlesbrough,3,0,H,7.0,7.0,1.0,1.0,5.0,2.0,D Whitestone
12/08/2023,Huddersfield,Leicester,0,1,A,5.0,4.0,1.0,4.0,3.0,6.0,D Webb
12/08/2023,Hull,Sheffield Weds,4,2,H,9.0,1.0,1.0,3.0,7.0,2.0,M Donohue
12/08/2023,Ipswich,Stoke,2,0,H,7.0,3.0,3.0,1.0,10.0,2.0,J Smith
12/08/2023,Millwall,Bristol City,0,1,A,1.0,5.0,1.0,3.0,2.0,1.0,K Stroud
12/08/2023,Preston,Sunderland,2,1,H,5.0,12.0,3.0,1.0,2.0,4.0,J Linington
12/08/2023,Rotherham,Blackburn,2,2,D,5.0,9.0,3.0,1.0,3.0,6.0,R Madley
12/08/2023,Southampton,Norwich,4,4,D,13.0,4.0,7.0,4.0,11.0,6.0,D England
12/08/2023,Watford,Plymouth,0,0,D,12.0,3.0,0.0,2.0,3.0,5.0,G Eltringham
12/08/2023,West Brom,Swansea,3,2,H,4.0,8.0,3.0,4.0,3.0,4.0,S Barrott
18/08/2023,Leeds,West Brom,1,1,D,4.0,3.0,4.0,5.0,4.0,2.0,M Donohue
19/08/2023,Blackburn,Hull,1,2,A,2.0,8.0,1.0,3.0,3.0,5.0,O Langford
19/08/2023,Bristol City,Birmingham,0,2,A,8.0,4.0,0.0,2.0,0.0,6.0,S Barrott
19/08/2023,Leicester,Cardiff,2,1,H,10.0,4.0,1.0,4.0,6.0,4.0,G Scott
19/08/2023,Middlesbrough,Huddersfield,1,1,D,7.0,8.0,1.0,3.0,7.0,2.0,J Smith
19/08/2023,Plymouth,Southampton,1,2,A,5.0,10.0,2.0,4.0,2.0,9.0,D Webb
19/08/2023,QPR,Ipswich,0,1,A,5.0,4.0,4.0,1.0,4.0,3.0,G Eltringham
19/08/2023,Sheffield Weds,Preston,0,1,A,0.0,4.0,1.0,1.0,3.0,2.0,J Simpson
19/08/2023,Stoke,Watford,1,0,H,7.0,2.0,4.0,1.0,2.0,3.0,J Bell
19/08/2023,Sunderland,Rotherham,2,1,H,5.0,0.0,2.0,1.0,4.0,1.0,G Ward
19/08/2023,Swansea,Coventry,1,1,D,3.0,8.0,2.0,1.0,3.0,2.0,R Madley
20/08/2023,Norwich,Millwall,3,1,H,6.0,3.0,2.0,1.0,5.0,2.0,T Harrington
25/08/2023,Hull,Bristol City,1,1,D,4.0,5.0,1.0,2.0,9.0,5.0,J Linington
26/08/2023,Birmingham,Plymouth,2,1,H,10.0,10.0,2.0,1.0,4.0,8.0,J Busby
26/08/2023,Cardiff,Sheffield Weds,2,1,H,5.0,10.0,0.0,5.0,4.0,2.0,D Bond
26/08/2023,Coventry,Sunderland,0,0,D,4.0,7.0,1.0,4.0,6.0,2.0,K Stroud
26/08/2023,Huddersfield,Norwich,0,4,A,5.0,3.0,3.0,1.0,5.0,5.0,D Whitestone
26/08/2023,Ipswich,Leeds,3,4,A,8.0,4.0,3.0,2.0,6.0,9.0,R Madley
26/08/2023,Millwall,Stoke,1,0,H,6.0,7.0,1.0,5.0,7.0,2.0,D Webb
26/08/2023,Preston,Swansea,2,1,H,6.0,4.0,2.0,1.0,3.0,1.0,J Smith
26/08/2023,Rotherham,Leicester,1,2,A,5.0,4.0,2.0,2.0,1.0,7.0,S Hooper
26/08/2023,Southampton,QPR,2,1,H,4.0,3.0,4.0,2.0,3.0,5.0,J Bell
26/08/2023,West Brom,Middlesbrough,4,2,H,4.0,2.0,2.0,1.0,4.0,5.0,J Simpson
27/08/2023,Watford,Blackburn,0,1,A,8.0,4.0,3.0,2.0,4.0,3.0,G Ward
02/09/2023,Birmingham,Millwall,1,1,D,1.0,3.0,1.0,2.0,4.0,3.0,J Smith
02/09/2023,Coventry,Watford,3,3,D,9.0,6.0,3.0,3.0,7.0,5.0,D Webb
02/09/2023,Ipswich,Cardiff,3,2,H,6.0,3.0,4.0,3.0,7.0,5.0,G Ward
02/09/2023,Leeds,Sheffield Weds,0,0,D,5.0,3.0,1.0,2.0,4.0,5.0,D Whitestone
02/09/2023,Leicester,Hull,0,1,A,8.0,3.0,3.0,5.0,1.0,4.0,J Busby
02/09/2023,Middlesbrough,QPR,0,2,A,7.0,5.0,1.0,2.0,9.0,3.0,T Bramall
02/09/2023,Plymouth,Blackburn,3,0,H,9.0,9.0,2.0,1.0,9.0,4.0,S Martin
02/09/2023,Rotherham,Norwich,2,1,H,2.0,6.0,2.0,1.0,3.0,5.0,S Barrott
02/09/2023,Stoke,Preston,0,2,A,9.0,0.0,3.0,4.0,1.0,3.0,M Donohue
02/09/2023,Sunderland,Southampton,5,0,H,5.0,8.0,2.0,2.0,10.0,2.0,D Coote
02/09/2023,Swansea,Bristol City,1,2,A,4.0,8.0,3.0,2.0,4.0,4.0,O Langford
02/09/2023,West Brom,Huddersfield,1,2,A,4.0,9.0,1.0,1.0,5.0,4.0,J Linington
15/09/2023,Hull,Coventry,1,1,D,9.0,3.0,2.0,5.0,4.0,2.0,T Harrington
15/09/2023,Southampton,Leicester,1,4,A,9.0,3.0,2.0,4.0,8.0,8.0,R Madley
16/09/2023,Blackburn,Middlesbrough,2,1,H,5.0,9.0,1.0,2.0,8.0,6.0,J Bell
16/09/2023,Bristol City,West Brom,0,0,D,7.0,7.0,2.0,2.0,3.0,0.0,A Backhouse
16/09/2023,Cardiff,Swansea,2,0,H,2.0,2.0,1.0,1.0,7.0,3.0,S Barrott
16/09/2023,Huddersfield,Rotherham,2,0,H,2.0,5.0,1.0,1.0,5.0,3.0,J Simpson
16/09/2023,Norwich,Stoke,1,0,H,5.0,3.0,2.0,2.0,5.0,2.0,O Langford
16/09/2023,Preston,Plymouth,2,1,H,4.0,14.0,3.0,1.0,5.0,7.0,G Ward
16/09/2023,QPR,Sunderland,1,3,A,0.0,8.0,2.0,0.0,3.0,8.0,D Whitestone
16/09/2023,Sheffield Weds,Ipswich,0,1,A,7.0,1.0,3.0,4.0,0.0,6.0,L Linington
16/09/2023,Watford,Birmingham,2,0,H,8.0,1.0,1.0,5.0,4.0,3.0,K Stroud
17/09/2023,Millwall,Leeds,0,3,A,8.0,9.0,0.0,0.0,3.0,3.0,C Kavanagh
19/09/2023,Bristol City,Plymouth,4,1,H,7.0,1.0,3.0,0.0,6.0,2.0,M Donohue
19/09/2023,Cardiff,Coventry,3,2,H,3.0,5.0,2.0,3.0,3.0,3.0,S Allison
19/09/2023,Preston,Birmingham,2,1,H,5.0,2.0,2.0,1.0,3.0,4.0,D Whitestone
19/09/2023,QPR,Swansea,1,1,D,4.0,6.0,1.0,1.0,3.0,3.0,A Kitchen
19/09/2023,Sheffield Weds,Middlesbrough,1,1,D,3.0,4.0,2.0,1.0,2.0,3.0,D Webb
19/09/2023,Southampton,Ipswich,0,1,A,9.0,3.0,2.0,2.0,3.0,3.0,J Smith
20/09/2023,Blackburn,Sunderland,1,3,A,8.0,4.0,5.0,3.0,6.0,4.0,J Busby
20/09/2023,Huddersfield,Stoke,2,2,D,5.0,8.0,2.0,2.0,6.0,3.0,D Bond
20/09/2023,Hull,Leeds,0,0,D,5.0,6.0,3.0,2.0,0.0,4.0,S Martin
20/09/2023,Millwall,Rotherham,3,0,H,6.0,1.0,1.0,1.0,8.0,1.0,G Eltringham
20/09/2023,Norwich,Leicester,0,2,A,10.0,1.0,3.0,4.0,2.0,3.0,G Scott
20/09/2023,Watford,West Brom,2,2,D,3.0,2.0,2.0,1.0,4.0,5.0,L Doughty
22/09/2023,Birmingham,QPR,0,0,D,6.0,7.0,3.0,2.0,4.0,4.0,M Donohue
23/09/2023,Ipswich,Blackburn,4,3,H,10.0,5.0,3.0,4.0,11.0,5.0,K Stroud
23/09/2023,Leeds,Watford,3,0,H,8.0,1.0,1.0,3.0,10.0,1.0,J Simpson
23/09/2023,Leicester,Bristol City,1,0,H,9.0,0.0,1.0,2.0,7.0,1.0,J Bell
23/09/2023,Middlesbrough,Southampton,2,1,H,5.0,7.0,3.0,0.0,5.0,5.0,T Robinson
23/09/2023,Plymouth,Norwich,6,2,H,3.0,6.0,1.0,0.0,10.0,6.0,A Kitchen
23/09/2023,Rotherham,Preston,1,1,D,2.0,10.0,3.0,2.0,1.0,6.0,S Allison
23/09/2023,Swansea,Sheffield Weds,3,0,H,2.0,5.0,2.0,2.0,4.0,1.0,A Backhouse
23/09/2023,West Brom,Millwall,0,0,D,6.0,8.0,0.0,2.0,3.0,2.0,T Nield
24/09/2023,Stoke,Hull,1,3,A,11.0,6.0,2.0,3.0,6.0,5.0,T Bramall
24/09/2023,Sunderland,Cardiff,0,1,A,4.0,4.0,2.0,2.0,6.0,2.0,S Martin
25/09/2023,Coventry,Huddersfield,1,1,D,10.0,4.0,2.0,3.0,3.0,4.0,O Langford
29/09/2023,Sheffield Weds,Sunderland,0,3,A,2.0,5.0,2.0,0.0,2.0,6.0,S Barrott
30/09/2023,Bristol City,Stoke,2,3,A,11.0,3.0,1.0,1.0,5.0,4.0,J Simpson
30/09/2023,Cardiff,Rotherham,2,0,H,6.0,5.0,2.0,0.0,5.0,0.0,L Doughty
30/09/2023,Huddersfield,Ipswich,1,1,D,5.0,6.0,3.0,3.0,6.0,6.0,G Eltringham
30/09/2023,Hull,Plymouth,1,1,D,12.0,4.0,2.0,2.0,5.0,5.0,D Webb
30/09/2023,Millwall,Swansea,0,3,A,6.0,0.0,2.0,2.0,5.0,5.0,J Busby
30/09/2023,Norwich,Birmingham,2,0,H,4.0,4.0,1.0,1.0,4.0,2.0,G Ward
30/09/2023,Preston,West Brom,0,4,A,2.0,6.0,3.0,1.0,1.0,6.0,J Smith
30/09/2023,QPR,Coventry,1,3,A,4.0,5.0,4.0,2.0,3.0,6.0,T Nield
30/09/2023,Southampton,Leeds,3,1,H,5.0,6.0,4.0,1.0,5.0,5.0,J Brooks
30/09/2023,Watford,Middlesbrough,2,3,A,9.0,3.0,2.0,0.0,4.0,3.0,O Langford
01/10/2023,Blackburn,Leicester,1,4,A,5.0,6.0,2.0,3.0,4.0,4.0,J Linington
03/10/2023,Birmingham,Huddersfield,4,1,H,3.0,5.0,3.0,1.0,6.0,6.0,S Allison
03/10/2023,Ipswich,Hull,3,0,H,6.0,5.0,0.0,0.0,6.0,6.0,M Donohue
03/10/2023,Middlesbrough,Cardiff,2,0,H,8.0,2.0,1.0,3.0,6.0,3.0,A Madley
03/10/2023,Plymouth,Millwall,0,2,A,8.0,1.0,2.0,6.0,6.0,3.0,O Langford
03/10/2023,Stoke,Southampton,0,1,A,8.0,6.0,4.0,1.0,2.0,4.0,J Bell
03/10/2023,West Brom,Sheffield Weds,1,0,H,10.0,4.0,0.0,1.0,3.0,2.0,J Busby
04/10/2023,Coventry,Blackburn,1,0,H,7.0,8.0,2.0,1.0,3.0,4.0,J Simpson
04/10/2023,Leeds,QPR,1,0,H,8.0,0.0,0.0,2.0,3.0,2.0,D Webb
04/10/2023,Leicester,Preston,3,0,H,4.0,4.0,0.0,2.0,4.0,1.0,T Bramall
04/10/2023,Rotherham,Bristol City,1,2,A,4.0,4.0,1.0,1.0,1.0,5.0,D Whitestone
04/10/2023,Sunderland,Watford,2,0,H,5.0,2.0,1.0,5.0,4.0,4.0,A Davies
04/10/2023,Swansea,Norwich,2,1,H,8.0,7.0,4.0,2.0,7.0,5.0,T Nield
06/10/2023,Birmingham,West Brom,3,1,H,6.0,8.0,2.0,1.0,3.0,3.0,J Linington
07/10/2023,Cardiff,Watford,1,1,D,2.0,1.0,0.0,2.0,2.0,1.0,G Ward
07/10/2023,Coventry,Norwich,1,1,D,8.0,0.0,1.0,1.0,3.0,2.0,D Whitestone
07/10/2023,Ipswich,Preston,4,2,H,7.0,0.0,0.0,3.0,10.0,2.0,D Webb
07/10/2023,Leeds,Bristol City,2,1,H,8.0,6.0,1.0,2.0,8.0,2.0,K Stroud
07/10/2023,Leicester,Stoke,2,0,H,4.0,4.0,1.0,1.0,7.0,1.0,G Eltringham
07/10/2023,Millwall,Hull,2,2,D,5.0,1.0,4.0,2.0,4.0,3.0,T Robinson
07/10/2023,Plymouth,Swansea,1,3,A,12.0,7.0,2.0,0.0,7.0,6.0,L Smith
07/10/2023,QPR,Blackburn,0,4,A,10.0,7.0,2.0,2.0,6.0,7.0,J Smith
07/10/2023,Sheffield Weds,Huddersfield,0,0,D,5.0,4.0,1.0,1.0,1.0,0.0,M Donohue
