Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HY,AY,HST,AST,Referee
17/02/2024,Swansea,Ipswich,1,2,A,9.0,6.0,1.0,1.0,3.0,6.0,J Busby
20/02/2024,Cardiff,Blackburn,0,0,D,4.0,1.0,2.0,3.0,5.0,1.0,L Doughty
20/02/2024,Ipswich,Rotherham,4,3,H,2.0,6.0,1.0,2.0,7.0,5.0,K Stroud
20/02/2024,Plymouth,West Brom,0,3,A,2.0,7.0,1.0,0.0,0.0,7.0,T Nield
20/02/2024,Southampton,Hull,1,2,A,4.0,2.0,1.0,2.0,3.0,5.0,O Langford
23/02/2024,Coventry,Preston,0,3,A,6.0,6.0,1.0,3.0,4.0,3.0,A Davies
23/02/2024,Leeds,Leicester,3,1,H,2.0,5.0,5.0,2.0,4.0,5.0,C Pawson
24/02/2024,Blackburn,Norwich,1,1,D,6.0,6.0,2.0,2.0,5.0,3.0,O Langford
24/02/2024,Cardiff,Stoke,2,1,H,2.0,6.0,4.0,2.0,5.0,6.0,A Backhouse
24/02/2024,Hull,West Brom,1,1,D,8.0,3.0,0.0,0.0,3.0,4.0,S Martin
24/02/2024,Ipswich,Birmingham,3,1,H,7.0,5.0,3.0,1.0,9.0,4.0,G Ward
24/02/2024,Middlesbrough,Plymouth,0,2,A,6.0,6.0,1.0,1.0,0.0,11.0,S Gill
24/02/2024,QPR,Rotherham,2,1,H,9.0,0.0,4.0,1.0,9.0,4.0,M Donohue
24/02/2024,Sheffield Weds,Bristol City,2,1,H,4.0,6.0,1.0,3.0,7.0,2.0,T Kirk
24/02/2024,Southampton,Millwall,1,2,A,13.0,1.0,4.0,3.0,7.0,3.0,T Bramall
24/02/2024,Sunderland,Swansea,1,2,A,4.0,11.0,1.0,4.0,5.0,8.0,K Stroud
24/02/2024,Watford,Huddersfield,1,2,A,3.0,5.0,2.0,2.0,4.0,5.0,B Toner
01/03/2024,West Brom,Coventry,2,1,H,4.0,4.0,2.0,1.0,2.0,3.0,L Smith
02/03/2024,Birmingham,Southampton,3,4,A,6.0,16.0,3.0,1.0,4.0,10.0,J Bell
02/03/2024,Bristol City,Cardiff,0,1,A,8.0,3.0,2.0,2.0,3.0,4.0,S Allison
02/03/2024,Huddersfield,Leeds,1,1,D,8.0,8.0,3.0,1.0,5.0,2.0,A Kitchen
02/03/2024,Leicester,QPR,1,2,A,9.0,0.0,2.0,3.0,5.0,2.0,A Davies
02/03/2024,Millwall,Watford,1,0,H,4.0,3.0,3.0,1.0,2.0,3.0,G Ward
02/03/2024,Norwich,Sunderland,1,0,H,5.0,2.0,2.0,3.0,4.0,4.0,T Kirk
02/03/2024,Plymouth,Ipswich,0,2,A,5.0,7.0,1.0,3.0,2.0,6.0,J Smith
02/03/2024,Preston,Hull,0,0,D,8.0,8.0,1.0,1.0,4.0,4.0,T Bramall
02/03/2024,Rotherham,Sheffield Weds,0,1,A,2.0,10.0,1.0,2.0,1.0,4.0,D Webb
02/03/2024,Stoke,Middlesbrough,2,0,H,6.0,3.0,3.0,1.0,5.0,3.0,J Busby
02/03/2024,Swansea,Blackburn,2,1,H,6.0,6.0,1.0,2.0,4.0,5.0,R Welch
05/03/2024,Blackburn,Millwall,1,1,D,4.0,2.0,0.0,1.0,3.0,1.0,J Simpson
05/03/2024,Coventry,Rotherham,5,0,H,4.0,5.0,0.0,1.0,6.0,1.0,J Busby
05/03/2024,Hull,Birmingham,1,1,D,10.0,2.0,1.0,3.0,5.0,3.0,K Stroud
05/03/2024,Ipswich,Bristol City,3,2,H,4.0,5.0,1.0,3.0,8.0,4.0,D Webb
05/03/2024,Leeds,Stoke,1,0,H,8.0,2.0,1.0,1.0,7.0,6.0,O Langford
05/03/2024,Sheffield Weds,Plymouth,1,0,H,8.0,2.0,1.0,2.0,3.0,3.0,S Martin
05/03/2024,Sunderland,Leicester,0,1,A,6.0,5.0,1.0,3.0,6.0,6.0,S Gill
06/03/2024,Cardiff,Huddersfield,1,0,H,3.0,3.0,4.0,1.0,4.0,2.0,M Donohue
06/03/2024,Middlesbrough,Norwich,3,1,H,2.0,2.0,1.0,1.0,7.0,3.0,R Madley
06/03/2024,QPR,West Brom,2,2,D,19.0,4.0,0.0,1.0,6.0,2.0,G Eltringham
06/03/2024,Watford,Swansea,1,1,D,9.0,3.0,4.0,2.0,3.0,2.0,T Nield
08/03/2024,Sheffield Weds,Leeds,0,2,A,8.0,5.0,1.0,1.0,3.0,7.0,S Allison
09/03/2024,Blackburn,Plymouth,1,1,D,1.0,5.0,2.0,1.0,4.0,7.0,A Kitchen
09/03/2024,Cardiff,Ipswich,2,1,H,4.0,2.0,0.0,1.0,6.0,4.0,O Langford
09/03/2024,Hull,Leicester,2,2,D,1.0,3.0,2.0,2.0,5.0,2.0,S Barrott
09/03/2024,Millwall,Birmingham,1,0,H,4.0,4.0,2.0,1.0,5.0,1.0,D Bond
09/03/2024,Norwich,Rotherham,5,0,H,4.0,3.0,1.0,0.0,8.0,0.0,C Breakspear
09/03/2024,Preston,Stoke,1,2,A,0.0,6.0,2.0,2.0,2.0,4.0,J Smith
09/03/2024,QPR,Middlesbrough,0,2,A,10.0,3.0,2.0,5.0,2.0,4.0,L Doughty
09/03/2024,Southampton,Sunderland,4,2,H,6.0,2.0,2.0,3.0,10.0,5.0,S Attwell
09/03/2024,Watford,Coventry,1,2,A,5.0,4.0,1.0,5.0,5.0,3.0,R Madley
10/03/2024,Bristol City,Swansea,1,0,H,3.0,6.0,2.0,1.0,2.0,0.0,M Donohue
10/03/2024,Huddersfield,West Brom,1,4,A,5.0,5.0,1.0,1.0,6.0,8.0,D Webb
12/03/2024,Birmingham,Middlesbrough,0,1,A,3.0,4.0,0.0,2.0,0.0,3.0,A Davies
16/03/2024,Birmingham,Watford,0,1,A,7.0,6.0,0.0,3.0,5.0,4.0,M Donohue
16/03/2024,Ipswich,Sheffield Weds,6,0,H,10.0,4.0,1.0,2.0,10.0,1.0,L Doughty
16/03/2024,Middlesbrough,Blackburn,0,0,D,8.0,5.0,3.0,3.0,3.0,3.0,K Stroud
16/03/2024,Plymouth,Preston,0,1,A,6.0,5.0,2.0,2.0,0.0,4.0,J Busby
16/03/2024,Rotherham,Huddersfield,0,0,D,1.0,6.0,2.0,2.0,1.0,5.0,J Smith
16/03/2024,Stoke,Norwich,0,3,A,7.0,6.0,1.0,0.0,1.0,7.0,G Ward
16/03/2024,Sunderland,QPR,0,0,D,5.0,7.0,1.0,2.0,0.0,5.0,O Langford
16/03/2024,Swansea,Cardiff,2,0,H,10.0,5.0,2.0,1.0,5.0,2.0,D Webb
16/03/2024,West Brom,Bristol City,2,0,H,3.0,7.0,4.0,2.0,4.0,5.0,T Nield
17/03/2024,Leeds,Millwall,2,0,H,13.0,2.0,3.0,4.0,5.0,3.0,S Martin
29/03/2024,Blackburn,Ipswich,0,1,A,9.0,2.0,2.0,3.0,3.0,3.0,S Attwell
29/03/2024,Bristol City,Leicester,1,0,H,5.0,6.0,2.0,0.0,6.0,3.0,A Kitchen
29/03/2024,Cardiff,Sunderland,0,2,A,5.0,6.0,2.0,1.0,3.0,8.0,J Simpson
29/03/2024,Huddersfield,Coventry,1,3,A,10.0,4.0,1.0,4.0,4.0,7.0,A Herczeg
29/03/2024,Hull,Stoke,0,2,A,8.0,5.0,0.0,4.0,0.0,4.0,G Scott
29/03/2024,Millwall,West Brom,1,1,D,6.0,4.0,1.0,2.0,2.0,2.0,J Bell
29/03/2024,Norwich,Plymouth,2,1,H,13.0,3.0,0.0,7.0,4.0,4.0,J Linington
29/03/2024,Preston,Rotherham,3,0,H,2.0,2.0,2.0,2.0,5.0,3.0,S Martin
29/03/2024,QPR,Birmingham,2,1,H,6.0,2.0,2.0,2.0,6.0,3.0,J Smith
29/03/2024,Sheffield Weds,Swansea,1,1,D,3.0,4.0,1.0,1.0,4.0,4.0,G Eltringham
29/03/2024,Southampton,Middlesbrough,1,1,D,8.0,5.0,2.0,4.0,5.0,3.0,M Donohue
29/03/2024,Watford,Leeds,2,2,D,8.0,5.0,0.0,0.0,5.0,8.0,D Webb
01/04/2024,Birmingham,Preston,1,0,H,0.0,0.0,1.0,1.0,4.0,1.0,O Langford
01/04/2024,Coventry,Cardiff,1,2,A,6.0,3.0,1.0,2.0,2.0,4.0,L Doughty
01/04/2024,Ipswich,Southampton,3,2,H,0.0,7.0,3.0,1.0,6.0,8.0,M Salisbury
01/04/2024,Leeds,Hull,3,1,H,4.0,3.0,2.0,2.0,6.0,2.0,J Smith
01/04/2024,Leicester,Norwich,3,1,H,9.0,2.0,1.0,1.0,6.0,2.0,D Bond
01/04/2024,Middlesbrough,Sheffield Weds,2,0,H,11.0,5.0,1.0,4.0,5.0,2.0,M Donohue
01/04/2024,Plymouth,Bristol City,0,1,A,9.0,6.0,2.0,3.0,2.0,6.0,K Stroud
01/04/2024,Rotherham,Millwall,2,1,H,2.0,11.0,2.0,0.0,4.0,7.0,A Chilowicz
01/04/2024,Stoke,Huddersfield,1,1,D,6.0,7.0,3.0,1.0,6.0,3.0,R Welch
01/04/2024,Sunderland,Blackburn,1,5,A,3.0,3.0,0.0,0.0,7.0,7.0,J Busby
01/04/2024,Swansea,QPR,0,1,A,7.0,4.0,0.0,0.0,4.0,4.0,S Allison
01/04/2024,West Brom,Watford,2,2,D,7.0,3.0,0.0,1.0,4.0,7.0,G Ward
05/04/2024,Rotherham,Plymouth,0,1,A,4.0,9.0,0.0,0.0,2.0,11.0,O Langford
06/04/2024,Blackburn,Southampton,0,0,D,1.0,5.0,3.0,2.0,3.0,2.0,C Pawson
06/04/2024,Cardiff,Hull,1,3,A,5.0,6.0,1.0,3.0,4.0,6.0,J Busby
06/04/2024,Coventry,Leeds,2,1,H,2.0,9.0,4.0,2.0,5.0,8.0,T Nield
06/04/2024,Huddersfield,Millwall,1,0,H,10.0,3.0,4.0,4.0,7.0,1.0,J Linington
06/04/2024,Leicester,Birmingham,2,1,H,10.0,0.0,2.0,2.0,9.0,5.0,D Webb
06/04/2024,Middlesbrough,Swansea,2,0,H,4.0,6.0,2.0,2.0,4.0,1.0,R Welch
06/04/2024,Norwich,Ipswich,1,0,H,4.0,6.0,0.0,1.0,3.0,3.0,M Donohue
06/04/2024,QPR,Sheffield Weds,0,2,A,5.0,2.0,3.0,3.0,1.0,4.0,G Scott
06/04/2024,Stoke,West Brom,2,2,D,5.0,7.0,2.0,2.0,7.0,2.0,A Kitchen
06/04/2024,Sunderland,Bristol City,0,0,D,4.0,4.0,1.0,1.0,7.0,2.0,L Doughty
06/04/2024,Watford,Preston,0,0,D,7.0,5.0,2.0,1.0,2.0,1.0,J Bell
09/04/2024,Leeds,Sunderland,0,0,D,13.0,2.0,2.0,4.0,1.0,3.0,T Robinson
09/04/2024,Millwall,Leicester,1,0,H,3.0,9.0,3.0,1.0,4.0,3.0,S Gill
09/04/2024,Plymouth,QPR,1,1,D,10.0,4.0,0.0,2.0,5.0,4.0,J Simpson
09/04/2024,Preston,Huddersfield,4,1,H,8.0,2.0,3.0,2.0,7.0,2.0,L Smith
09/04/2024,Sheffield Weds,Norwich,2,2,D,10.0,3.0,2.0,1.0,5.0,6.0,C Kavanagh
09/04/2024,Southampton,Coventry,2,1,H,6.0,8.0,1.0,2.0,6.0,2.0,L Linington
10/04/2024,Birmingham,Cardiff,0,1,A,5.0,4.0,1.0,3.0,1.0,4.0,S Allison
10/04/2024,Bristol City,Blackburn,5,0,H,6.0,8.0,0.0,2.0,7.0,4.0,R Madley
10/04/2024,Hull,Middlesbrough,2,2,D,9.0,3.0,3.0,0.0,7.0,6.0,G Ward
10/04/2024,Ipswich,Watford,0,0,D,3.0,4.0,2.0,1.0,4.0,3.0,S Barrott
10/04/2024,Swansea,Stoke,3,0,H,2.0,6.0,3.0,3.0,4.0,1.0,K Stroud
10/04/2024,West Brom,Rotherham,2,0,H,4.0,5.0,0.0,1.0,4.0,1.0,G Eltringham
12/04/2024,Plymouth,Leicester,1,0,H,0.0,13.0,5.0,2.0,3.0,4.0,R Jones
13/04/2024,Birmingham,Coventry,3,0,H,3.0,6.0,3.0,2.0,4.0,2.0,T Bramall
13/04/2024,Bristol City,Huddersfield,1,1,D,12.0,4.0,1.0,6.0,3.0,4.0,R Welch
13/04/2024,Hull,QPR,3,0,H,4.0,4.0,2.0,1.0,5.0,3.0,T Nield
13/04/2024,Ipswich,Middlesbrough,1,1,D,6.0,4.0,2.0,2.0,5.0,5.0,S Allison
13/04/2024,Leeds,Blackburn,0,1,A,12.0,1.0,1.0,4.0,5.0,2.0,J Bell
13/04/2024,Millwall,Cardiff,3,1,H,6.0,4.0,3.0,1.0,7.0,4.0,W Finnie
13/04/2024,Preston,Norwich,0,1,A,5.0,6.0,3.0,1.0,2.0,5.0,A Kitchen
13/04/2024,Sheffield Weds,Stoke,1,1,D,8.0,1.0,1.0,4.0,5.0,2.0,S Martin
13/04/2024,Southampton,Watford,3,2,H,6.0,3.0,1.0,3.0,4.0,6.0,J Smith
13/04/2024,Swansea,Rotherham,1,0,H,12.0,0.0,3.0,2.0,6.0,0.0,L Doughty
13/04/2024,West Brom,Sunderland,0,1,A,1.0,5.0,3.0,3.0,3.0,3.0,M Donohue
16/04/2024,Southampton,Preston,3,0,H,5.0,0.0,0.0,2.0,6.0,1.0,S Barrott
20/04/2024,Cardiff,Southampton,2,1,H,4.0,5.0,1.0,3.0,7.0,8.0,O Langford
20/04/2024,Huddersfield,Swansea,0,4,A,4.0,7.0,2.0,1.0,0.0,7.0,J Busby
20/04/2024,Leicester,West Brom,2,1,H,4.0,6.0,3.0,2.0,3.0,6.0,T Bramall
20/04/2024,Norwich,Bristol City,1,1,D,8.0,5.0,1.0,2.0,3.0,5.0,S Barrott
20/04/2024,QPR,Preston,1,0,H,5.0,3.0,2.0,4.0,7.0,2.0,G Ward
20/04/2024,Rotherham,Birmingham,0,0,D,7.0,6.0,4.0,2.0,4.0,2.0,K Stroud
20/04/2024,Stoke,Plymouth,3,0,H,7.0,3.0,3.0,4.0,4.0,1.0,R Madley
20/04/2024,Sunderland,Millwall,0,1,A,11.0,4.0,3.0,2.0,3.0,1.0,A Backhouse
20/04/2024,Watford,Hull,0,0,D,1.0,5.0,4.0,4.0,2.0,6.0,B Toner
21/04/2024,Blackburn,Sheffield Weds,1,3,A,6.0,2.0,3.0,3.0,3.0,5.0,J Pawson
22/04/2024,Middlesbrough,Leeds,3,4,A,11.0,4.0,3.0,1.0,5.0,5.0,T Harrington
23/04/2024,Leicester,Southampton,5,0,H,1.0,4.0,1.0,0.0,6.0,0.0,R Madley
24/04/2024,Coventry,Hull,2,3,A,4.0,8.0,2.0,4.0,3.0,8.0,L Doughty
26/04/2024,QPR,Leeds,4,0,H,7.0,8.0,1.0,2.0,5.0,5.0,D Bond
27/04/2024,Blackburn,Coventry,0,0,D,10.0,2.0,0.0,1.0,8.0,1.0,A Backhouse
27/04/2024,Bristol City,Rotherham,2,0,H,4.0,3.0,1.0,2.0,5.0,2.0,C Breakspear
27/04/2024,Cardiff,Middlesbrough,1,4,A,4.0,1.0,0.0,0.0,4.0,7.0,J Simpson
27/04/2024,Huddersfield,Birmingham,1,1,D,9.0,5.0,1.0,4.0,4.0,2.0,M Donohue
27/04/2024,Hull,Ipswich,3,3,D,6.0,8.0,1.0,3.0,7.0,11.0,A Kitchen
27/04/2024,Millwall,Plymouth,1,0,H,9.0,9.0,0.0,0.0,5.0,1.0,A Davies
27/04/2024,Norwich,Swansea,2,2,D,12.0,6.0,3.0,2.0,8.0,6.0,J Linington
27/04/2024,Sheffield Weds,West Brom,3,0,H,6.0,12.0,3.0,1.0,7.0,8.0,G Scott
27/04/2024,Southampton,Stoke,0,1,A,8.0,7.0,2.0,1.0,3.0,8.0,D Webb
27/04/2024,Watford,Sunderland,1,0,H,3.0,3.0,2.0,1.0,3.0,6.0,O Langford
29/04/2024,Preston,Leicester,0,3,A,1.0,5.0,4.0,0.0,1.0,11.0,S Allison
30/04/2024,Coventry,Ipswich,1,2,A,7.0,6.0,1.0,1.0,3.0,9.0,J Bell
04/05/2024,Birmingham,Norwich,1,0,H,6.0,3.0,2.0,0.0,3.0,2.0,O Langford
04/05/2024,Coventry,QPR,1,2,A,10.0,5.0,2.0,3.0,6.0,4.0,J Smith
04/05/2024,Ipswich,Huddersfield,2,0,H,8.0,0.0,1.0,1.0,5.0,2.0,S Hooper
04/05/2024,Leeds,Southampton,1,2,A,5.0,2.0,4.0,2.0,4.0,4.0,M Donohue
04/05/2024,Leicester,Blackburn,0,2,A,7.0,4.0,2.0,2.0,7.0,2.0,A Kitchen
04/05/2024,Middlesbrough,Watford,3,1,H,3.0,3.0,1.0,1.0,6.0,4.0,K Stroud
04/05/2024,Plymouth,Hull,1,0,H,6.0,8.0,0.0,0.0,2.0,4.0,D Bond
04/05/2024,Rotherham,Cardiff,5,2,H,4.0,6.0,1.0,0.0,7.0,5.0,A Davies
04/05/2024,Stoke,Bristol City,4,0,H,5.0,6.0,0.0,0.0,7.0,2.0,S Barrott
04/05/2024,Sunderland,Sheffield Weds,0,2,A,6.0,5.0,1.0,1.0,3.0,2.0,G Ward
04/05/2024,Swansea,Millwall,0,1,A,4.0,5.0,0.0,2.0,2.0,4.0,G Eltringham
04/05/2024,West Brom,Preston,3,0,H,5.0,1.0,0.0,1.0,5.0,1.0,S Martin
09/08/2024,Blackburn,Derby,4,2,H,1.0,9.0,1.0,3.0,7.0,4.0,J Smith
09/08/2024,Preston,Sheffield United,0,2,A,3.0,6.0,1.0,0.0,2.0,3.0,R Madley
10/08/2024,Cardiff,Sunderland,0,2,A,4.0,4.0,0.0,2.0,4.0,4.0,A Davies
10/08/2024,Hull,Bristol City,1,1,D,2.0,8.0,0.0,2.0,5.0,3.0,K Stroud
10/08/2024,Leeds,Portsmouth,3,3,D,12.0,0.0,2.0,4.0,10.0,4.0,O Langford
10/08/2024,Middlesbrough,Swansea,1,0,H,6.0,9.0,1.0,4.0,4.0,0.0,S Allison
10/08/2024,Millwall,Watford,2,3,A,5.0,5.0,2.0,3.0,4.0,5.0,J Busby
10/08/2024,Oxford,Norwich,2,0,H,5.0,5.0,1.0,3.0,4.0,2.0,A Kitchen
10/08/2024,QPR,West Brom,1,3,A,12.0,3.0,1.0,0.0,6.0,4.0,D Webb
10/08/2024,Stoke,Coventry,1,0,H,9.0,7.0,2.0,1.0,2.0,1.0,G Ward
11/08/2024,Sheffield Weds,Plymouth,4,0,H,15.0,1.0,1.0,1.0,11.0,1.0,L Smith
12/08/2024,Luton,Burnley,1,4,A,5.0,4.0,2.0,3.0,3.0,6.0,M Donohue
16/08/2024,Coventry,Oxford,3,2,H,14.0,1.0,0.0,2.0,10.0,2.0,D Coote
17/08/2024,Bristol City,Millwall,4,3,H,5.0,4.0,1.0,2.0,6.0,4.0,S Gill
17/08/2024,Burnley,Cardiff,5,0,H,2.0,5.0,2.0,1.0,4.0,4.0,M Salisbury
17/08/2024,Derby,Middlesbrough,1,0,H,3.0,8.0,3.0,1.0,2.0,4.0,R Madley
17/08/2024,Norwich,Blackburn,2,2,D,6.0,5.0,2.0,3.0,4.0,3.0,J Bell
17/08/2024,Plymouth,Hull,1,1,D,6.0,3.0,3.0,1.0,7.0,2.0,L Doughty
17/08/2024,Portsmouth,Luton,0,0,D,5.0,4.0,3.0,2.0,6.0,4.0,J Busby
17/08/2024,Sheffield United,QPR,2,2,D,4.0,9.0,2.0,2.0,3.0,3.0,A Backhouse
17/08/2024,Swansea,Preston,3,0,H,5.0,3.0,1.0,3.0,6.0,2.0,S Martin
17/08/2024,Watford,Stoke,3,0,H,2.0,4.0,2.0,2.0,8.0,3.0,T Nield
17/08/2024,West Brom,Leeds,0,0,D,5.0,4.0,2.0,2.0,1.0,1.0,S Allison
18/08/2024,Sunderland,Sheffield Weds,4,0,H,5.0,8.0,0.0,3.0,6.0,3.0,D Whitestone
23/08/2024,Sheffield Weds,Leeds,0,2,A,3.0,2.0,2.0,3.0,2.0,5.0,S Hooper
24/08/2024,Blackburn,Oxford,2,1,H,7.0,5.0,2.0,1.0,4.0,3.0,L Smith
24/08/2024,Bristol City,Coventry,1,1,D,8.0,2.0,2.0,4.0,7.0,1.0,A Kitchen
24/08/2024,Hull,Millwall,0,0,D,5.0,7.0,2.0,2.0,4.0,5.0,D Webb
24/08/2024,Middlesbrough,Portsmouth,2,2,D,15.0,2.0,0.0,5.0,7.0,3.0,M Donohue
24/08/2024,Norwich,Sheffield United,1,1,D,1.0,5.0,5.0,2.0,5.0,4.0,J Smith
24/08/2024,Preston,Luton,1,0,H,2.0,13.0,6.0,1.0,2.0,4.0,D Whitestone
24/08/2024,QPR,Plymouth,1,1,D,11.0,1.0,2.0,3.0,10.0,1.0,G Ward
24/08/2024,Stoke,West Brom,1,2,A,2.0,5.0,2.0,3.0,2.0,5.0,J Bell
24/08/2024,Sunderland,Burnley,1,0,H,3.0,1.0,2.0,3.0,3.0,1.0,S Martin
24/08/2024,Watford,Derby,2,1,H,4.0,2.0,2.0,3.0,3.0,3.0,G Eltringham
25/08/2024,Swansea,Cardiff,1,1,D,2.0,5.0,2.0,2.0,4.0,3.0,O Langford
30/08/2024,Luton,QPR,1,2,A,4.0,5.0,3.0,2.0,5.0,4.0,R Madley
31/08/2024,Burnley,Blackburn,1,1,D,9.0,0.0,4.0,5.0,3.0,3.0,T Harrington
31/08/2024,Cardiff,Middlesbrough,0,2,A,4.0,6.0,2.0,1.0,3.0,5.0,D Webb
31/08/2024,Coventry,Norwich,0,1,A,6.0,3.0,4.0,3.0,5.0,1.0,A Davies
31/08/2024,Derby,Bristol City,3,0,H,6.0,9.0,1.0,0.0,7.0,5.0,T Nield
31/08/2024,Leeds,Hull,2,0,H,8.0,7.0,2.0,1.0,5.0,2.0,G Ward
31/08/2024,Millwall,Sheffield Weds,3,0,H,6.0,6.0,2.0,1.0,4.0,1.0,L Doughty
31/08/2024,Oxford,Preston,3,1,H,2.0,5.0,2.0,2.0,5.0,4.0,K Stroud
31/08/2024,Plymouth,Stoke,0,1,A,10.0,4.0,1.0,3.0,7.0,7.0,O Langford
31/08/2024,Portsmouth,Sunderland,1,3,A,5.0,5.0,3.0,1.0,2.0,4.0,S Allison
31/08/2024,West Brom,Swansea,1,0,H,6.0,7.0,4.0,1.0,5.0,2.0,A Backhouse
01/09/2024,Sheffield United,Watford,1,0,H,8.0,5.0,5.0,3.0,7.0,1.0,A Kitchen
13/09/2024,Hull,Sheffield United,0,2,A,16.0,3.0,1.0,4.0,2.0,4.0,P Bankes
14/09/2024,Blackburn,Bristol City,3,0,H,6.0,6.0,0.0,4.0,3.0,2.0,S Martin
14/09/2024,Derby,Cardiff,1,0,H,7.0,6.0,2.0,3.0,3.0,3.0,M Donohue
14/09/2024,Leeds,Burnley,0,1,A,9.0,3.0,3.0,4.0,4.0,3.0,J Bell
14/09/2024,Middlesbrough,Preston,1,1,D,9.0,2.0,0.0,5.0,6.0,2.0,T Nield
14/09/2024,Millwall,Luton,0,1,A,6.0,4.0,2.0,3.0,3.0,6.0,J Smith
14/09/2024,Oxford,Stoke,1,0,H,4.0,6.0,0.0,1.0,8.0,1.0,D Whitestone
14/09/2024,Plymouth,Sunderland,3,2,H,3.0,5.0,4.0,4.0,6.0,7.0,J Brooks
14/09/2024,Sheffield Weds,QPR,1,1,D,11.0,4.0,0.0,3.0,2.0,4.0,O Langford
14/09/2024,Swansea,Norwich,1,0,H,4.0,5.0,2.0,3.0,4.0,3.0,J Busby
14/09/2024,Watford,Coventry,1,1,D,6.0,10.0,2.0,2.0,6.0,5.0,R Madley
15/09/2024,Portsmouth,West Brom,0,3,A,10.0,4.0,5.0,2.0,0.0,7.0,L Doughty
20/09/2024,Stoke,Hull,1,3,A,2.0,5.0,3.0,2.0,2.0,3.0,B Toner
21/09/2024,Bristol City,Oxford,2,1,H,5.0,1.0,1.0,4.0,6.0,2.0,W Finnie
21/09/2024,Burnley,Portsmouth,2,1,H,4.0,2.0,2.0,2.0,4.0,2.0,D Webb
21/09/2024,Cardiff,Leeds,0,2,A,0.0,4.0,2.0,2.0,2.0,7.0,J Smith
21/09/2024,Coventry,Swansea,1,2,A,6.0,3.0,2.0,3.0,7.0,4.0,J Linington
21/09/2024,Luton,Sheffield Weds,2,1,H,8.0,5.0,1.0,1.0,3.0,6.0,G Ward
21/09/2024,Norwich,Watford,4,1,H,3.0,5.0,2.0,1.0,8.0,3.0,A Backhouse
21/09/2024,QPR,Millwall,1,1,D,5.0,10.0,2.0,1.0,2.0,5.0,J Busby
21/09/2024,Sheffield United,Derby,1,0,H,11.0,2.0,3.0,2.0,5.0,0.0,A Madley
21/09/2024,Sunderland,Middlesbrough,1,0,H,3.0,5.0,3.0,2.0,2.0,1.0,S Hooper
21/09/2024,West Brom,Plymouth,1,0,H,5.0,2.0,3.0,2.0,4.0,4.0,A Kitchen
22/09/2024,Preston,Blackburn,0,0,D,4.0,4.0,4.0,4.0,5.0,3.0,M Donohue
27/09/2024,Plymouth,Luton,3,1,H,3.0,15.0,1.0,4.0,6.0,2.0,J Busby
28/09/2024,Blackburn,QPR,2,0,H,8.0,2.0,3.0,2.0,12.0,1.0,C Pawson
28/09/2024,Derby,Norwich,2,3,A,9.0,5.0,3.0,2.0,5.0,5.0,O Langford
28/09/2024,Hull,Cardiff,4,1,H,7.0,5.0,3.0,4.0,9.0,5.0,L Doughty
28/09/2024,Leeds,Coventry,3,0,H,7.0,3.0,1.0,1.0,8.0,2.0,G Ward
28/09/2024,Middlesbrough,Stoke,2,0,H,7.0,2.0,4.0,7.0,9.0,1.0,S Martin
28/09/2024,Millwall,Preston,3,1,H,3.0,8.0,2.0,2.0,6.0,4.0,D Bond
28/09/2024,Oxford,Burnley,0,0,D,2.0,6.0,1.0,2.0,1.0,1.0,J Linington
28/09/2024,Portsmouth,Sheffield United,0,0,D,15.0,9.0,2.0,2.0,2.0,4.0,M Donohue
28/09/2024,Sheffield Weds,West Brom,3,2,H,5.0,4.0,5.0,3.0,5.0,3.0,B Toner
28/09/2024,Watford,Sunderland,2,1,H,4.0,6.0,2.0,1.0,5.0,5.0,A Davies
29/09/2024,Swansea,Bristol City,1,1,D,3.0,8.0,1.0,3.0,2.0,6.0,A Kitchen
01/10/2024,Burnley,Plymouth,1,0,H,7.0,1.0,1.0,0.0,3.0,0.0,R Madley
01/10/2024,Cardiff,Millwall,1,0,H,5.0,6.0,1.0,3.0,5.0,5.0,G Ward
01/10/2024,Coventry,Blackburn,3,0,H,5.0,1.0,1.0,3.0,8.0,3.0,J Busby
01/10/2024,Luton,Oxford,2,2,D,5.0,6.0,3.0,3.0,4.0,8.0,J Bell
01/10/2024,Norwich,Leeds,1,1,D,9.0,6.0,2.0,4.0,1.0,3.0,S Martin
01/10/2024,QPR,Hull,1,3,A,5.0,6.0,1.0,3.0,7.0,6.0,T Kirk
01/10/2024,Sunderland,Derby,2,0,H,1.0,8.0,2.0,2.0,3.0,5.0,D Whitestone
01/10/2024,West Brom,Middlesbrough,0,1,A,5.0,4.0,2.0,1.0,1.0,4.0,D Webb
02/10/2024,Bristol City,Sheffield Weds,0,0,D,6.0,5.0,2.0,1.0,2.0,1.0,A Backhouse
02/10/2024,Preston,Watford,3,0,H,7.0,5.0,2.0,0.0,6.0,6.0,A Kitchen
02/10/2024,Sheffield United,Swansea,1,0,H,5.0,5.0,3.0,2.0,3.0,1.0,L Doughty
02/10/2024,Stoke,Portsmouth,6,1,H,3.0,5.0,2.0,1.0,8.0,2.0,T Nield
04/10/2024,Sunderland,Leeds,2,2,D,8.0,1.0,3.0,3.0,4.0,4.0,T Robinson
05/10/2024,Burnley,Preston,0,0,D,2.0,3.0,3.0,4.0,1.0,2.0,G Ward
